Code du département;Code de la commune;Code INSEE;Libellé de la commune;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Nom_candidat_RN;Prénom_candidat_RN;Voix_RN;Pct_RN_exp;Nom_candidat_2;Voix_candidat_2
22;561;22561;Commune_22561;32964;12594;20370;386;0;19984;LE PEN;Marine;7545;37.76;MACRON;12439
09;333;09333;Commune_09333;33150;11721;21429;542;0;20887;LE PEN;Marine;10245;49.05;MACRON;10642
52;263;52263;Commune_52263;79577;28122;51455;962;0;50493;LE PEN;Marine;22082;43.73;MACRON;28411
84;442;84442;Commune_84442;42775;10107;32668;790;0;31878;LE PEN;Marine;12996;40.77;MACRON;18882
06;230;06230;Commune_06230;15380;4154;11226;435;0;10791;LE PEN;Marine;4176;38.71;MACRON;6615
81;077;81077;Commune_81077;47835;13454;34381;466;0;33915;LE PEN;Marine;13405;39.53;MACRON;20510
78;438;78438;Commune_78438;15184;5095;10089;357;0;9732;LE PEN;Marine;3815;39.2;MACRON;5917
26;106;26106;Commune_26106;27223;5516;21707;595;0;21112;LE PEN;Marine;9022;42.73;MACRON;12090
59;332;59332;Commune_59332;19647;6902;12745;134;0;12611;LE PEN;Marine;3973;31.51;MACRON;8638
16;569;16569;Commune_16569;30678;10010;20668;340;0;20328;LE PEN;Marine;8818;43.38;MACRON;11510
71;561;71561;Commune_71561;53143;17399;35744;371;0;35373;LE PEN;Marine;13795;39.0;MACRON;21578
66;217;66217;Commune_66217;36955;13562;23393;570;0;22823;LE PEN;Marine;8392;36.77;MACRON;14431
33;468;33468;Commune_33468;79966;20296;59670;1872;0;57798;LE PEN;Marine;23404;40.49;MACRON;34394
07;367;07367;Commune_07367;39742;8532;31210;489;0;30721;LE PEN;Marine;13895;45.23;MACRON;16826
95;288;95288;Commune_95288;72756;25640;47116;1441;0;45675;LE PEN;Marine;19960;43.7;MACRON;25715
42;084;42084;Commune_42084;47482;12857;34625;351;0;34274;LE PEN;Marine;15392;44.91;MACRON;18882
85;226;85226;Commune_85226;17926;3971;13955;440;0;13515;LE PEN;Marine;5365;39.7;MACRON;8150
64;391;64391;Commune_64391;57390;19672;37718;1495;0;36223;LE PEN;Marine;18475;51.0;MACRON;17748
73;591;73591;Commune_73591;51757;13761;37996;1300;0;36696;LE PEN;Marine;13792;37.59;MACRON;22904
71;003;71003;Commune_71003;58402;25962;32440;377;0;32063;LE PEN;Marine;11892;37.09;MACRON;20171
19;430;19430;Commune_19430;68650;27489;41161;1220;0;39941;LE PEN;Marine;19954;49.96;MACRON;19987
34;507;34507;Commune_34507;17728;6537;11191;438;0;10753;LE PEN;Marine;4428;41.18;MACRON;6325
44;570;44570;Commune_44570;55556;23708;31848;1060;0;30788;LE PEN;Marine;11975;38.9;MACRON;18813
47;254;47254;Commune_47254;43781;15118;28663;308;0;28355;LE PEN;Marine;11916;42.03;MACRON;16439
05;071;05071;Commune_05071;46257;12400;33857;1122;0;32735;LE PEN;Marine;13134;40.12;MACRON;19601
51;163;51163;Commune_51163;48891;15683;33208;936;0;32272;LE PEN;Marine;13132;40.69;MACRON;19140
15;510;15510;Commune_15510;35732;12796;22936;652;0;22284;LE PEN;Marine;8479;38.05;MACRON;13805
70;526;70526;Commune_70526;47732;11002;36730;1159;0;35571;LE PEN;Marine;15384;43.25;MACRON;20187
64;382;64382;Commune_64382;43218;18255;24963;848;0;24115;LE PEN;Marine;10737;44.53;MACRON;13378
87;074;87074;Commune_87074;18730;4048;14682;412;0;14270;LE PEN;Marine;6579;46.11;MACRON;7691
70;074;70074;Commune_70074;36937;16367;20570;658;0;19912;LE PEN;Marine;8511;42.75;MACRON;11401
35;287;35287;Commune_35287;27599;6367;21232;816;0;20416;LE PEN;Marine;8796;43.08;MACRON;11620
91;353;91353;Commune_91353;23497;6490;17007;441;0;16566;LE PEN;Marine;6377;38.5;MACRON;10189
39;020;39020;Commune_39020;65312;22389;42923;536;0;42387;LE PEN;Marine;17468;41.21;MACRON;24919
31;411;31411;Commune_31411;54134;11790;42344;841;0;41503;LE PEN;Marine;14802;35.67;MACRON;26701
86;327;86327;Commune_86327;58526;23538;34988;1391;0;33597;LE PEN;Marine;13776;41.0;MACRON;19821
35;008;35008;Commune_35008;35335;7575;27760;568;0;27192;LE PEN;Marine;10601;38.99;MACRON;16591
08;058;08058;Commune_08058;76256;18962;57294;1299;0;55995;LE PEN;Marine;22386;39.98;MACRON;33609
44;273;44273;Commune_44273;31900;6637;25263;935;0;24328;LE PEN;Marine;9392;38.61;MACRON;14936
74;433;74433;Commune_74433;74203;31724;42479;1319;0;41160;LE PEN;Marine;17558;42.66;MACRON;23602
18;495;18495;Commune_18495;64364;13078;51286;1087;0;50199;LE PEN;Marine;19479;38.8;MACRON;30720
44;259;44259;Commune_44259;32168;11194;20974;820;0;20154;LE PEN;Marine;6890;34.19;MACRON;13264
13;177;13177;Commune_13177;72301;20722;51579;665;0;50914;LE PEN;Marine;22344;43.89;MACRON;28570
64;581;64581;Commune_64581;41719;18255;23464;512;0;22952;LE PEN;Marine;9613;41.88;MACRON;13339
45;275;45275;Commune_45275;46137;10204;35933;609;0;35324;LE PEN;Marine;17038;48.23;MACRON;18286
31;189;31189;Commune_31189;47005;19979;27026;809;0;26217;LE PEN;Marine;11122;42.42;MACRON;15095
22;265;22265;Commune_22265;76786;16016;60770;1800;0;58970;LE PEN;Marine;27825;47.19;MACRON;31145
53;008;53008;Commune_53008;37986;7683;30303;886;0;29417;LE PEN;Marine;12657;43.03;MACRON;16760
63;181;63181;Commune_63181;73435;18685;54750;600;0;54150;LE PEN;Marine;21098;38.96;MACRON;33052
89;309;89309;Commune_89309;78743;29760;48983;1700;0;47283;LE PEN;Marine;21148;44.73;MACRON;26135
41;551;41551;Commune_41551;42775;12003;30772;874;0;29898;LE PEN;Marine;13370;44.72;MACRON;16528
15;443;15443;Commune_15443;46650;19957;26693;1030;0;25663;LE PEN;Marine;11143;43.42;MACRON;14520
79;468;79468;Commune_79468;75551;32095;43456;886;0;42570;LE PEN;Marine;18593;43.68;MACRON;23977
59;327;59327;Commune_59327;69207;25236;43971;1340;0;42631;LE PEN;Marine;15314;35.92;MACRON;27317
66;067;66067;Commune_66067;55967;14336;41631;1451;0;40180;LE PEN;Marine;21153;52.65;MACRON;19027
10;235;10235;Commune_10235;23208;9388;13820;159;0;13661;LE PEN;Marine;6362;46.57;MACRON;7299
30;598;30598;Commune_30598;26657;8725;17932;253;0;17679;LE PEN;Marine;6375;36.06;MACRON;11304
72;027;72027;Commune_72027;54756;13136;41620;1600;0;40020;LE PEN;Marine;19529;48.8;MACRON;20491
79;527;79527;Commune_79527;35708;8730;26978;270;0;26708;LE PEN;Marine;12467;46.68;MACRON;14241
41;411;41411;Commune_41411;72540;29621;42919;912;0;42007;LE PEN;Marine;17267;41.11;MACRON;24740
76;171;76171;Commune_76171;51921;17810;34111;1306;0;32805;LE PEN;Marine;12557;38.28;MACRON;20248
80;467;80467;Commune_80467;59118;22648;36470;1067;0;35403;LE PEN;Marine;12830;36.24;MACRON;22573
37;502;37502;Commune_37502;56193;11915;44278;521;0;43757;LE PEN;Marine;16609;37.96;MACRON;27148
85;026;85026;Commune_85026;36019;14256;21763;317;0;21446;LE PEN;Marine;9789;45.65;MACRON;11657
27;064;27064;Commune_27064;68039;15329;52710;530;0;52180;LE PEN;Marine;20449;39.19;MACRON;31731
23;399;23399;Commune_23399;43178;18489;24689;704;0;23985;LE PEN;Marine;7618;31.77;MACRON;16367
64;599;64599;Commune_64599;63170;18621;44549;1598;0;42951;LE PEN;Marine;18879;43.96;MACRON;24072
60;015;60015;Commune_60015;20071;5594;14477;310;0;14167;LE PEN;Marine;5552;39.19;MACRON;8615
13;399;13399;Commune_13399;68469;27963;40506;1177;0;39329;LE PEN;Marine;16914;43.01;MACRON;22415
79;082;79082;Commune_79082;50762;21854;28908;1117;0;27791;LE PEN;Marine;10228;36.81;MACRON;17563
19;390;19390;Commune_19390;47303;17569;29734;299;0;29435;LE PEN;Marine;11467;38.96;MACRON;17968
76;374;76374;Commune_76374;21637;6616;15021;480;0;14541;LE PEN;Marine;6058;41.66;MACRON;8483
01;055;01055;Commune_01055;73609;30315;43294;958;0;42336;LE PEN;Marine;18413;43.49;MACRON;23923
76;408;76408;Commune_76408;77892;30165;47727;1481;0;46246;LE PEN;Marine;20598;44.54;MACRON;25648
74;538;74538;Commune_74538;56928;22293;34635;563;0;34072;LE PEN;Marine;14778;43.37;MACRON;19294
73;518;73518;Commune_73518;60225;22857;37368;650;0;36718;LE PEN;Marine;14459;39.38;MACRON;22259
62;018;62018;Commune_62018;15755;4080;11675;316;0;11359;LE PEN;Marine;4996;43.99;MACRON;6363
44;148;44148;Commune_44148;18722;5766;12956;217;0;12739;LE PEN;Marine;5691;44.68;MACRON;7048
66;145;66145;Commune_66145;26558;9126;17432;638;0;16794;LE PEN;Marine;7832;46.64;MACRON;8962
26;272;26272;Commune_26272;32415;9311;23104;426;0;22678;LE PEN;Marine;9402;41.46;MACRON;13276
73;086;73086;Commune_73086;61751;25865;35886;1169;0;34717;LE PEN;Marine;12804;36.88;MACRON;21913
52;512;52512;Commune_52512;37465;11027;26438;1037;0;25401;LE PEN;Marine;11282;44.42;MACRON;14119
43;466;43466;Commune_43466;51912;18840;33072;1125;0;31947;LE PEN;Marine;14735;46.12;MACRON;17212
48;485;48485;Commune_48485;42410;16591;25819;299;0;25520;LE PEN;Marine;10691;41.89;MACRON;14829
53;119;53119;Commune_53119;51332;15195;36137;684;0;35453;LE PEN;Marine;15359;43.32;MACRON;20094
04;009;04009;Commune_04009;28748;7901;20847;493;0;20354;LE PEN;Marine;6893;33.87;MACRON;13461
14;546;14546;Commune_14546;60206;19020;41186;1186;0;40000;LE PEN;Marine;19772;49.43;MACRON;20228
23;174;23174;Commune_23174;38740;8936;29804;365;0;29439;LE PEN;Marine;11720;39.81;MACRON;17719
11;394;11394;Commune_11394;45459;9322;36137;397;0;35740;LE PEN;Marine;14897;41.68;MACRON;20843
41;545;41545;Commune_41545;79463;21688;57775;725;0;57050;LE PEN;Marine;26237;45.99;MACRON;30813
63;022;63022;Commune_63022;28526;10968;17558;256;0;17302;LE PEN;Marine;6135;35.46;MACRON;11167
61;004;61004;Commune_61004;73903;22561;51342;612;0;50730;LE PEN;Marine;22829;45.0;MACRON;27901
44;004;44004;Commune_44004;62032;20779;41253;670;0;40583;LE PEN;Marine;17508;43.14;MACRON;23075
81;094;81094;Commune_81094;61765;26128;35637;995;0;34642;LE PEN;Marine;15509;44.77;MACRON;19133
53;031;53031;Commune_53031;77900;25672;52228;1428;0;50800;LE PEN;Marine;18448;36.32;MACRON;32352
08;492;08492;Commune_08492;56646;20658;35988;1168;0;34820;LE PEN;Marine;12568;36.09;MACRON;22252
72;363;72363;Commune_72363;77172;26095;51077;1523;0;49554;LE PEN;Marine;22210;44.82;MACRON;27344
54;588;54588;Commune_54588;74394;29254;45140;564;0;44576;LE PEN;Marine;18241;40.92;MACRON;26335
60;481;60481;Commune_60481;38767;16460;22307;865;0;21442;LE PEN;Marine;8556;39.9;MACRON;12886
53;577;53577;Commune_53577;68167;26501;41666;1078;0;40588;LE PEN;Marine;15812;38.96;MACRON;24776
52;143;52143;Commune_52143;66249;17983;48266;993;0;47273;LE PEN;Marine;20163;42.65;MACRON;27110
09;173;09173;Commune_09173;42743;11558;31185;524;0;30661;LE PEN;Marine;12320;40.18;MACRON;18341
53;509;53509;Commune_53509;43599;13883;29716;484;0;29232;LE PEN;Marine;13380;45.77;MACRON;15852
74;147;74147;Commune_74147;61268;16998;44270;1382;0;42888;LE PEN;Marine;14964;34.89;MACRON;27924
29;035;29035;Commune_29035;15200;3057;12143;187;0;11956;LE PEN;Marine;5570;46.59;MACRON;6386
57;401;57401;Commune_57401;74956;15967;58989;1730;0;57259;LE PEN;Marine;23278;40.65;MACRON;33981
03;480;03480;Commune_03480;63072;13196;49876;1986;0;47890;LE PEN;Marine;18466;38.56;MACRON;29424
33;580;33580;Commune_33580;33481;6703;26778;770;0;26008;LE PEN;Marine;9308;35.79;MACRON;16700
41;556;41556;Commune_41556;67105;21859;45246;1698;0;43548;LE PEN;Marine;18756;43.07;MACRON;24792
2A;042;2A042;Commune_2A042;39643;16749;22894;436;0;22458;LE PEN;Marine;9135;40.68;MACRON;13323
20;463;20463;Commune_20463;69012;26559;42453;1513;0;40940;LE PEN;Marine;15190;37.1;MACRON;25750
26;507;26507;Commune_26507;59957;22424;37533;959;0;36574;LE PEN;Marine;16507;45.13;MACRON;20067
38;419;38419;Commune_38419;30160;12999;17161;666;0;16495;LE PEN;Marine;7868;47.7;MACRON;8627
2B;287;2B287;Commune_2B287;47803;19236;28567;517;0;28050;LE PEN;Marine;11118;39.64;MACRON;16932
81;502;81502;Commune_81502;46919;11753;35166;1020;0;34146;LE PEN;Marine;14631;42.85;MACRON;19515
04;268;04268;Commune_04268;74149;27221;46928;1737;0;45191;LE PEN;Marine;17233;38.13;MACRON;27958
22;025;22025;Commune_22025;45200;11611;33589;1059;0;32530;LE PEN;Marine;12409;38.15;MACRON;20121
78;274;78274;Commune_78274;36483;7469;29014;908;0;28106;LE PEN;Marine;11489;40.88;MACRON;16617
06;121;06121;Commune_06121;43990;15137;28853;1119;0;27734;LE PEN;Marine;10858;39.15;MACRON;16876
81;069;81069;Commune_81069;35178;9323;25855;853;0;25002;LE PEN;Marine;11570;46.28;MACRON;13432
27;075;27075;Commune_27075;73222;25196;48026;1211;0;46815;LE PEN;Marine;21682;46.31;MACRON;25133
87;418;87418;Commune_87418;66939;20159;46780;986;0;45794;LE PEN;Marine;19353;42.26;MACRON;26441
28;303;28303;Commune_28303;27450;9969;17481;672;0;16809;LE PEN;Marine;8792;52.31;MACRON;8017
41;324;41324;Commune_41324;44111;10698;33413;616;0;32797;LE PEN;Marine;15828;48.26;MACRON;16969
62;447;62447;Commune_62447;25710;11386;14324;160;0;14164;LE PEN;Marine;6075;42.89;MACRON;8089
12;329;12329;Commune_12329;69314;23317;45997;901;0;45096;LE PEN;Marine;19068;42.28;MACRON;26028
52;378;52378;Commune_52378;42896;12132;30764;755;0;30009;LE PEN;Marine;14777;49.24;MACRON;15232
47;052;47052;Commune_47052;21408;7771;13637;178;0;13459;LE PEN;Marine;5194;38.6;MACRON;8265
73;510;73510;Commune_73510;19817;8606;11211;182;0;11029;LE PEN;Marine;3720;33.74;MACRON;7309
2B;157;2B157;Commune_2B157;19488;5379;14109;505;0;13604;LE PEN;Marine;5303;38.99;MACRON;8301
62;093;62093;Commune_62093;60537;15794;44743;1166;0;43577;LE PEN;Marine;18221;41.81;MACRON;25356
39;488;39488;Commune_39488;36713;16468;20245;595;0;19650;LE PEN;Marine;8980;45.7;MACRON;10670
38;441;38441;Commune_38441;35319;13336;21983;384;0;21599;LE PEN;Marine;9257;42.86;MACRON;12342
39;032;39032;Commune_39032;75497;30685;44812;491;0;44321;LE PEN;Marine;16552;37.35;MACRON;27769
77;116;77116;Commune_77116;78363;16665;61698;1183;0;60515;LE PEN;Marine;30336;50.13;MACRON;30179
30;010;30010;Commune_30010;15413;6624;8789;194;0;8595;LE PEN;Marine;3490;40.61;MACRON;5105
16;163;16163;Commune_16163;40572;8397;32175;991;0;31184;LE PEN;Marine;12364;39.65;MACRON;18820
32;060;32060;Commune_32060;53406;19928;33478;702;0;32776;LE PEN;Marine;14357;43.8;MACRON;18419
03;426;03426;Commune_03426;45798;13611;32187;567;0;31620;LE PEN;Marine;14603;46.18;MACRON;17017
10;314;10314;Commune_10314;61150;16874;44276;1597;0;42679;LE PEN;Marine;16026;37.55;MACRON;26653
09;588;09588;Commune_09588;24876;5588;19288;679;0;18609;LE PEN;Marine;7154;38.45;MACRON;11455
72;449;72449;Commune_72449;25995;6572;19423;734;0;18689;LE PEN;Marine;7944;42.51;MACRON;10745
68;367;68367;Commune_68367;49488;21981;27507;615;0;26892;LE PEN;Marine;9719;36.14;MACRON;17173
65;306;65306;Commune_65306;17229;3460;13769;521;0;13248;LE PEN;Marine;4984;37.63;MACRON;8264
43;033;43033;Commune_43033;28268;7052;21216;400;0;20816;LE PEN;Marine;9233;44.36;MACRON;11583
67;043;67043;Commune_67043;58476;25887;32589;509;0;32080;LE PEN;Marine;11355;35.4;MACRON;20725
15;370;15370;Commune_15370;76886;22742;54144;1829;0;52315;LE PEN;Marine;21384;40.88;MACRON;30931
85;003;85003;Commune_85003;71417;26773;44644;969;0;43675;LE PEN;Marine;16360;37.46;MACRON;27315
47;026;47026;Commune_47026;72436;24360;48076;519;0;47557;LE PEN;Marine;20981;44.12;MACRON;26576
89;132;89132;Commune_89132;54541;19936;34605;552;0;34053;LE PEN;Marine;15515;45.56;MACRON;18538
15;530;15530;Commune_15530;71158;24742;46416;1453;0;44963;LE PEN;Marine;21389;47.57;MACRON;23574
47;275;47275;Commune_47275;19765;7831;11934;181;0;11753;LE PEN;Marine;4396;37.41;MACRON;7357
65;426;65426;Commune_65426;71609;15329;56280;1492;0;54788;LE PEN;Marine;23328;42.58;MACRON;31460
47;247;47247;Commune_47247;38543;15424;23119;921;0;22198;LE PEN;Marine;9500;42.8;MACRON;12698
42;104;42104;Commune_42104;38775;10478;28297;467;0;27830;LE PEN;Marine;11966;43.0;MACRON;15864
16;223;16223;Commune_16223;78942;31591;47351;825;0;46526;LE PEN;Marine;18294;39.32;MACRON;28232
36;055;36055;Commune_36055;20931;8838;12093;204;0;11889;LE PEN;Marine;5112;43.01;MACRON;6777
23;462;23462;Commune_23462;49025;17432;31593;776;0;30817;LE PEN;Marine;12545;40.71;MACRON;18272
29;110;29110;Commune_29110;22590;7595;14995;522;0;14473;LE PEN;Marine;5981;41.33;MACRON;8492
64;226;64226;Commune_64226;56760;12955;43805;1631;0;42174;LE PEN;Marine;18067;42.84;MACRON;24107
59;588;59588;Commune_59588;31509;6619;24890;384;0;24506;LE PEN;Marine;10084;41.15;MACRON;14422
57;355;57355;Commune_57355;17303;5088;12215;173;0;12042;LE PEN;Marine;4943;41.05;MACRON;7099
34;275;34275;Commune_34275;30973;13275;17698;216;0;17482;LE PEN;Marine;7542;43.14;MACRON;9940
91;326;91326;Commune_91326;39302;9780;29522;524;0;28998;LE PEN;Marine;9035;31.16;MACRON;19963
09;470;09470;Commune_09470;54399;11784;42615;1438;0;41177;LE PEN;Marine;17700;42.99;MACRON;23477
32;153;32153;Commune_32153;65562;22827;42735;514;0;42221;LE PEN;Marine;20547;48.67;MACRON;21674
11;382;11382;Commune_11382;20034;4432;15602;503;0;15099;LE PEN;Marine;6325;41.9;MACRON;8774
32;523;32523;Commune_32523;21601;6034;15567;288;0;15279;LE PEN;Marine;7292;47.73;MACRON;7987
91;343;91343;Commune_91343;59625;12916;46709;1760;0;44949;LE PEN;Marine;18613;41.41;MACRON;26336
35;268;35268;Commune_35268;16319;5431;10888;124;0;10764;LE PEN;Marine;3891;36.15;MACRON;6873
86;087;86087;Commune_86087;63066;27934;35132;496;0;34636;LE PEN;Marine;12027;34.73;MACRON;22609
47;149;47149;Commune_47149;49004;12275;36729;1412;0;35317;LE PEN;Marine;13317;37.71;MACRON;22000
66;567;66567;Commune_66567;53724;21821;31903;582;0;31321;LE PEN;Marine;11406;36.42;MACRON;19915
43;325;43325;Commune_43325;54190;10987;43203;1444;0;41759;LE PEN;Marine;17446;41.78;MACRON;24313
25;181;25181;Commune_25181;18516;6107;12409;338;0;12071;LE PEN;Marine;4845;40.14;MACRON;7226
72;251;72251;Commune_72251;36039;13926;22113;344;0;21769;LE PEN;Marine;8671;39.84;MACRON;13098
95;347;95347;Commune_95347;51541;19367;32174;560;0;31614;LE PEN;Marine;13722;43.41;MACRON;17892
25;322;25322;Commune_25322;51970;19383;32587;1038;0;31549;LE PEN;Marine;13153;41.69;MACRON;18396
73;420;73420;Commune_73420;51239;15783;35456;920;0;34536;LE PEN;Marine;15851;45.9;MACRON;18685
25;155;25155;Commune_25155;49902;18434;31468;914;0;30554;LE PEN;Marine;14199;46.47;MACRON;16355
67;389;67389;Commune_67389;76834;34575;42259;1356;0;40903;LE PEN;Marine;16668;40.75;MACRON;24235
74;266;74266;Commune_74266;75471;30031;45440;456;0;44984;LE PEN;Marine;20172;44.84;MACRON;24812
42;564;42564;Commune_42564;47665;13026;34639;1035;0;33604;LE PEN;Marine;17141;51.01;MACRON;16463
69;095;69095;Commune_69095;67351;22943;44408;1295;0;43113;LE PEN;Marine;19226;44.6;MACRON;23887
26;089;26089;Commune_26089;58251;17893;40358;692;0;39666;LE PEN;Marine;15027;37.88;MACRON;24639
08;277;08277;Commune_08277;35596;11439;24157;838;0;23319;LE PEN;Marine;9736;41.75;MACRON;13583
09;305;09305;Commune_09305;48719;16644;32075;740;0;31335;LE PEN;Marine;8602;27.45;MACRON;22733
42;414;42414;Commune_42414;25498;5773;19725;340;0;19385;LE PEN;Marine;8317;42.91;MACRON;11068
85;243;85243;Commune_85243;78986;17569;61417;868;0;60549;LE PEN;Marine;27841;45.98;MACRON;32708
12;548;12548;Commune_12548;79162;31995;47167;1073;0;46094;LE PEN;Marine;17503;37.97;MACRON;28591
43;285;43285;Commune_43285;70470;14378;56092;724;0;55368;LE PEN;Marine;21489;38.81;MACRON;33879
66;078;66078;Commune_66078;37211;12143;25068;334;0;24734;LE PEN;Marine;9049;36.59;MACRON;15685
19;072;19072;Commune_19072;69586;14744;54842;1452;0;53390;LE PEN;Marine;21406;40.09;MACRON;31984
68;584;68584;Commune_68584;59267;13793;45474;474;0;45000;LE PEN;Marine;19139;42.53;MACRON;25861
29;081;29081;Commune_29081;72241;27726;44515;895;0;43620;LE PEN;Marine;16320;37.41;MACRON;27300
77;568;77568;Commune_77568;41456;17911;23545;510;0;23035;LE PEN;Marine;8984;39.0;MACRON;14051
54;167;54167;Commune_54167;49766;12260;37506;569;0;36937;LE PEN;Marine;14247;38.57;MACRON;22690
51;056;51056;Commune_51056;64383;21564;42819;519;0;42300;LE PEN;Marine;17809;42.1;MACRON;24491
17;183;17183;Commune_17183;60582;24576;36006;512;0;35494;LE PEN;Marine;14186;39.97;MACRON;21308
44;369;44369;Commune_44369;59628;25531;34097;1182;0;32915;LE PEN;Marine;13947;42.37;MACRON;18968
81;257;81257;Commune_81257;55281;13729;41552;515;0;41037;LE PEN;Marine;16851;41.06;MACRON;24186
02;471;02471;Commune_02471;57248;12035;45213;511;0;44702;LE PEN;Marine;15543;34.77;MACRON;29159
71;366;71366;Commune_71366;72732;15450;57282;1053;0;56229;LE PEN;Marine;17884;31.81;MACRON;38345
46;241;46241;Commune_46241;39387;16003;23384;807;0;22577;LE PEN;Marine;10371;45.94;MACRON;12206
67;381;67381;Commune_67381;58209;13943;44266;1741;0;42525;LE PEN;Marine;15359;36.12;MACRON;27166
62;582;62582;Commune_62582;28609;12332;16277;484;0;15793;LE PEN;Marine;6130;38.82;MACRON;9663
41;247;41247;Commune_41247;79514;30354;49160;676;0;48484;LE PEN;Marine;20112;41.48;MACRON;28372
29;092;29092;Commune_29092;26438;5708;20730;632;0;20098;LE PEN;Marine;7498;37.31;MACRON;12600
59;245;59245;Commune_59245;24671;10791;13880;548;0;13332;LE PEN;Marine;5617;42.14;MACRON;7715
14;504;14504;Commune_14504;46062;17168;28894;697;0;28197;LE PEN;Marine;10087;35.77;MACRON;18110
55;131;55131;Commune_55131;67507;18116;49391;1495;0;47896;LE PEN;Marine;16871;35.22;MACRON;31025
09;569;09569;Commune_09569;67612;21765;45847;517;0;45330;LE PEN;Marine;17353;38.28;MACRON;27977
61;353;61353;Commune_61353;45100;14651;30449;615;0;29834;LE PEN;Marine;11390;38.18;MACRON;18444
59;361;59361;Commune_59361;62156;23781;38375;1130;0;37245;LE PEN;Marine;18203;48.87;MACRON;19042
08;190;08190;Commune_08190;33528;11490;22038;501;0;21537;LE PEN;Marine;7409;34.41;MACRON;14128
71;552;71552;Commune_71552;67210;14083;53127;888;0;52239;LE PEN;Marine;16089;30.8;MACRON;36150
39;022;39022;Commune_39022;25347;8833;16514;259;0;16255;LE PEN;Marine;5300;32.61;MACRON;10955
