Code du département;Code de la commune;Code INSEE;Libellé de la commune;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Nom_candidat_RN;Prénom_candidat_RN;Voix_RN;Pct_RN_exp;Nom_candidat_2;Voix_candidat_2
85;226;85226;Commune_85226;51887;23297;28590;303;0;28287;RASSEMBLEMENT NATIONAL;;12041;42.57;MACRON;16246
64;391;64391;Commune_64391;78951;33225;45726;621;0;45105;RASSEMBLEMENT NATIONAL;;20709;45.91;MACRON;24396
73;591;73591;Commune_73591;30629;9168;21461;604;0;20857;RASSEMBLEMENT NATIONAL;;8624;41.35;MACRON;12233
71;003;71003;Commune_71003;67410;20326;47084;676;0;46408;RASSEMBLEMENT NATIONAL;;20787;44.79;MACRON;25621
19;430;19430;Commune_19430;17910;6371;11539;457;0;11082;RASSEMBLEMENT NATIONAL;;4921;44.41;MACRON;6161
34;507;34507;Commune_34507;38947;17194;21753;444;0;21309;RASSEMBLEMENT NATIONAL;;8534;40.05;MACRON;12775
44;570;44570;Commune_44570;48930;13812;35118;587;0;34531;RASSEMBLEMENT NATIONAL;;13038;37.76;MACRON;21493
47;254;47254;Commune_47254;40300;13851;26449;281;0;26168;RASSEMBLEMENT NATIONAL;;10721;40.97;MACRON;15447
05;071;05071;Commune_05071;77689;24462;53227;1612;0;51615;RASSEMBLEMENT NATIONAL;;19559;37.89;MACRON;32056
51;163;51163;Commune_51163;60613;13212;47401;1756;0;45645;RASSEMBLEMENT NATIONAL;;19415;42.54;MACRON;26230
15;510;15510;Commune_15510;44639;18537;26102;323;0;25779;RASSEMBLEMENT NATIONAL;;10951;42.48;MACRON;14828
70;526;70526;Commune_70526;28766;8572;20194;566;0;19628;RASSEMBLEMENT NATIONAL;;8428;42.94;MACRON;11200
64;382;64382;Commune_64382;35300;13488;21812;840;0;20972;RASSEMBLEMENT NATIONAL;;10822;51.6;MACRON;10150
87;074;87074;Commune_87074;35589;8860;26729;934;0;25795;RASSEMBLEMENT NATIONAL;;11184;43.36;MACRON;14611
70;074;70074;Commune_70074;34976;14879;20097;341;0;19756;RASSEMBLEMENT NATIONAL;;8153;41.27;MACRON;11603
35;287;35287;Commune_35287;16509;3634;12875;264;0;12611;RASSEMBLEMENT NATIONAL;;5832;46.25;MACRON;6779
91;353;91353;Commune_91353;28987;6983;22004;535;0;21469;RASSEMBLEMENT NATIONAL;;9444;43.99;MACRON;12025
39;020;39020;Commune_39020;74910;16791;58119;1349;0;56770;RASSEMBLEMENT NATIONAL;;21979;38.72;MACRON;34791
31;411;31411;Commune_31411;44719;11797;32922;748;0;32174;RASSEMBLEMENT NATIONAL;;13121;40.78;MACRON;19053
86;327;86327;Commune_86327;18080;7897;10183;165;0;10018;RASSEMBLEMENT NATIONAL;;4267;42.6;MACRON;5751
35;008;35008;Commune_35008;21621;5826;15795;335;0;15460;RASSEMBLEMENT NATIONAL;;6183;40.0;MACRON;9277
08;058;08058;Commune_08058;75130;31896;43234;1240;0;41994;RASSEMBLEMENT NATIONAL;;17549;41.79;MACRON;24445
44;273;44273;Commune_44273;44516;11091;33425;960;0;32465;RASSEMBLEMENT NATIONAL;;12456;38.37;MACRON;20009
74;433;74433;Commune_74433;55349;24681;30668;321;0;30347;RASSEMBLEMENT NATIONAL;;11534;38.01;MACRON;18813
18;495;18495;Commune_18495;78999;25675;53324;959;0;52365;RASSEMBLEMENT NATIONAL;;22911;43.75;MACRON;29454
44;259;44259;Commune_44259;37507;9441;28066;366;0;27700;RASSEMBLEMENT NATIONAL;;12497;45.12;MACRON;15203
13;177;13177;Commune_13177;59623;13157;46466;506;0;45960;RASSEMBLEMENT NATIONAL;;21564;46.92;MACRON;24396
64;581;64581;Commune_64581;35495;12561;22934;688;0;22246;RASSEMBLEMENT NATIONAL;;10720;48.19;MACRON;11526
45;275;45275;Commune_45275;59746;25428;34318;1307;0;33011;RASSEMBLEMENT NATIONAL;;17850;54.07;MACRON;15161
31;189;31189;Commune_31189;54684;17508;37176;940;0;36236;RASSEMBLEMENT NATIONAL;;14786;40.81;MACRON;21450
22;265;22265;Commune_22265;75931;22119;53812;1474;0;52338;RASSEMBLEMENT NATIONAL;;24304;46.44;MACRON;28034
53;008;53008;Commune_53008;39520;11963;27557;985;0;26572;RASSEMBLEMENT NATIONAL;;11831;44.53;MACRON;14741
63;181;63181;Commune_63181;50330;14960;35370;561;0;34809;RASSEMBLEMENT NATIONAL;;18870;54.21;MACRON;15939
89;309;89309;Commune_89309;70206;27803;42403;634;0;41769;RASSEMBLEMENT NATIONAL;;17533;41.98;MACRON;24236
41;551;41551;Commune_41551;74404;14936;59468;975;0;58493;RASSEMBLEMENT NATIONAL;;28132;48.1;MACRON;30361
15;443;15443;Commune_15443;79281;24538;54743;1905;0;52838;RASSEMBLEMENT NATIONAL;;23924;45.28;MACRON;28914
79;468;79468;Commune_79468;21506;9352;12154;300;0;11854;RASSEMBLEMENT NATIONAL;;6351;53.58;MACRON;5503
59;327;59327;Commune_59327;77544;26585;50959;1035;0;49924;RASSEMBLEMENT NATIONAL;;19583;39.23;MACRON;30341
66;067;66067;Commune_66067;19452;8087;11365;431;0;10934;RASSEMBLEMENT NATIONAL;;5721;52.33;MACRON;5213
10;235;10235;Commune_10235;41268;9873;31395;1167;0;30228;RASSEMBLEMENT NATIONAL;;15204;50.3;MACRON;15024
30;598;30598;Commune_30598;56267;12236;44031;1428;0;42603;RASSEMBLEMENT NATIONAL;;18954;44.49;MACRON;23649
72;027;72027;Commune_72027;47056;11424;35632;912;0;34720;RASSEMBLEMENT NATIONAL;;17534;50.5;MACRON;17186
79;527;79527;Commune_79527;34951;13355;21596;465;0;21131;RASSEMBLEMENT NATIONAL;;9099;43.06;MACRON;12032
41;411;41411;Commune_41411;44649;14889;29760;995;0;28765;RASSEMBLEMENT NATIONAL;;10032;34.88;MACRON;18733
76;171;76171;Commune_76171;34579;11369;23210;418;0;22792;RASSEMBLEMENT NATIONAL;;10531;46.21;MACRON;12261
80;467;80467;Commune_80467;35558;8394;27164;611;0;26553;RASSEMBLEMENT NATIONAL;;10554;39.75;MACRON;15999
37;502;37502;Commune_37502;20681;7022;13659;449;0;13210;RASSEMBLEMENT NATIONAL;;6105;46.22;MACRON;7105
85;026;85026;Commune_85026;33462;10782;22680;657;0;22023;RASSEMBLEMENT NATIONAL;;9719;44.14;MACRON;12304
27;064;27064;Commune_27064;70232;27406;42826;1629;0;41197;RASSEMBLEMENT NATIONAL;;18541;45.01;MACRON;22656
23;399;23399;Commune_23399;16822;4544;12278;164;0;12114;RASSEMBLEMENT NATIONAL;;4991;41.21;MACRON;7123
64;599;64599;Commune_64599;51914;15096;36818;775;0;36043;RASSEMBLEMENT NATIONAL;;13483;37.41;MACRON;22560
60;015;60015;Commune_60015;49584;13857;35727;1210;0;34517;RASSEMBLEMENT NATIONAL;;14708;42.61;MACRON;19809
13;399;13399;Commune_13399;44254;16050;28204;1020;0;27184;RASSEMBLEMENT NATIONAL;;12320;45.32;MACRON;14864
79;082;79082;Commune_79082;56887;17594;39293;571;0;38722;RASSEMBLEMENT NATIONAL;;17565;45.36;MACRON;21157
19;390;19390;Commune_19390;29234;11042;18192;670;0;17522;RASSEMBLEMENT NATIONAL;;8046;45.92;MACRON;9476
76;374;76374;Commune_76374;33793;7472;26321;522;0;25799;RASSEMBLEMENT NATIONAL;;10890;42.21;MACRON;14909
01;055;01055;Commune_01055;15751;4349;11402;145;0;11257;RASSEMBLEMENT NATIONAL;;4945;43.93;MACRON;6312
76;408;76408;Commune_76408;53608;11935;41673;1110;0;40563;RASSEMBLEMENT NATIONAL;;17185;42.37;MACRON;23378
74;538;74538;Commune_74538;56682;20376;36306;1227;0;35079;RASSEMBLEMENT NATIONAL;;15203;43.34;MACRON;19876
73;518;73518;Commune_73518;60741;25547;35194;1054;0;34140;RASSEMBLEMENT NATIONAL;;11948;35.0;MACRON;22192
62;018;62018;Commune_62018;61327;17407;43920;1429;0;42491;RASSEMBLEMENT NATIONAL;;19386;45.63;MACRON;23105
44;148;44148;Commune_44148;33049;11557;21492;833;0;20659;RASSEMBLEMENT NATIONAL;;8863;42.9;MACRON;11796
66;145;66145;Commune_66145;35559;10904;24655;622;0;24033;RASSEMBLEMENT NATIONAL;;9812;40.83;MACRON;14221
26;272;26272;Commune_26272;19918;7821;12097;265;0;11832;RASSEMBLEMENT NATIONAL;;4681;39.57;MACRON;7151
73;086;73086;Commune_73086;79145;20581;58564;1838;0;56726;RASSEMBLEMENT NATIONAL;;25045;44.15;MACRON;31681
52;512;52512;Commune_52512;17150;4913;12237;237;0;12000;RASSEMBLEMENT NATIONAL;;5633;46.95;MACRON;6367
43;466;43466;Commune_43466;77835;27288;50547;641;0;49906;RASSEMBLEMENT NATIONAL;;22013;44.11;MACRON;27893
48;485;48485;Commune_48485;24490;10233;14257;375;0;13882;RASSEMBLEMENT NATIONAL;;4914;35.41;MACRON;8968
53;119;53119;Commune_53119;75041;26239;48802;684;0;48118;RASSEMBLEMENT NATIONAL;;18778;39.03;MACRON;29340
04;009;04009;Commune_04009;34489;10058;24431;267;0;24164;RASSEMBLEMENT NATIONAL;;8648;35.79;MACRON;15516
14;546;14546;Commune_14546;34044;7099;26945;1004;0;25941;RASSEMBLEMENT NATIONAL;;12300;47.42;MACRON;13641
23;174;23174;Commune_23174;25830;6017;19813;393;0;19420;RASSEMBLEMENT NATIONAL;;7199;37.07;MACRON;12221
11;394;11394;Commune_11394;20499;8879;11620;222;0;11398;RASSEMBLEMENT NATIONAL;;4861;42.65;MACRON;6537
41;545;41545;Commune_41545;67430;19120;48310;828;0;47482;RASSEMBLEMENT NATIONAL;;20855;43.92;MACRON;26627
63;022;63022;Commune_63022;67577;18260;49317;1540;0;47777;RASSEMBLEMENT NATIONAL;;20247;42.38;MACRON;27530
61;004;61004;Commune_61004;62078;19545;42533;1470;0;41063;RASSEMBLEMENT NATIONAL;;19716;48.01;MACRON;21347
44;004;44004;Commune_44004;63285;18332;44953;618;0;44335;RASSEMBLEMENT NATIONAL;;19112;43.11;MACRON;25223
81;094;81094;Commune_81094;66827;24664;42163;1313;0;40850;RASSEMBLEMENT NATIONAL;;20110;49.23;MACRON;20740
53;031;53031;Commune_53031;67666;19029;48637;976;0;47661;RASSEMBLEMENT NATIONAL;;15659;32.86;MACRON;32002
08;492;08492;Commune_08492;47923;13240;34683;1230;0;33453;RASSEMBLEMENT NATIONAL;;13826;41.33;MACRON;19627
72;363;72363;Commune_72363;25509;6134;19375;557;0;18818;RASSEMBLEMENT NATIONAL;;9047;48.08;MACRON;9771
54;588;54588;Commune_54588;39930;14812;25118;819;0;24299;RASSEMBLEMENT NATIONAL;;10648;43.82;MACRON;13651
60;481;60481;Commune_60481;29781;10343;19438;621;0;18817;RASSEMBLEMENT NATIONAL;;9449;50.22;MACRON;9368
53;577;53577;Commune_53577;75769;33977;41792;1174;0;40618;RASSEMBLEMENT NATIONAL;;19110;47.05;MACRON;21508
52;143;52143;Commune_52143;35114;10527;24587;708;0;23879;RASSEMBLEMENT NATIONAL;;10766;45.09;MACRON;13113
09;173;09173;Commune_09173;72368;17892;54476;1341;0;53135;RASSEMBLEMENT NATIONAL;;22902;43.1;MACRON;30233
53;509;53509;Commune_53509;32432;8413;24019;680;0;23339;RASSEMBLEMENT NATIONAL;;10476;44.89;MACRON;12863
74;147;74147;Commune_74147;40742;11412;29330;799;0;28531;RASSEMBLEMENT NATIONAL;;11616;40.71;MACRON;16915
29;035;29035;Commune_29035;42044;13552;28492;839;0;27653;RASSEMBLEMENT NATIONAL;;11978;43.32;MACRON;15675
57;401;57401;Commune_57401;76599;17039;59560;1194;0;58366;RASSEMBLEMENT NATIONAL;;23828;40.83;MACRON;34538
03;480;03480;Commune_03480;20586;8108;12478;413;0;12065;RASSEMBLEMENT NATIONAL;;4959;41.1;MACRON;7106
33;580;33580;Commune_33580;26815;5392;21423;484;0;20939;RASSEMBLEMENT NATIONAL;;9710;46.37;MACRON;11229
41;556;41556;Commune_41556;30029;11287;18742;222;0;18520;RASSEMBLEMENT NATIONAL;;8718;47.07;MACRON;9802
2A;042;2A042;Commune_2A042;54896;23398;31498;319;0;31179;RASSEMBLEMENT NATIONAL;;13657;43.8;MACRON;17522
20;463;20463;Commune_20463;17717;6524;11193;216;0;10977;RASSEMBLEMENT NATIONAL;;4116;37.5;MACRON;6861
26;507;26507;Commune_26507;75989;29771;46218;549;0;45669;RASSEMBLEMENT NATIONAL;;21731;47.59;MACRON;23938
38;419;38419;Commune_38419;42955;18566;24389;377;0;24012;RASSEMBLEMENT NATIONAL;;11563;48.16;MACRON;12449
2B;287;2B287;Commune_2B287;25332;10463;14869;311;0;14558;RASSEMBLEMENT NATIONAL;;5959;40.93;MACRON;8599
81;502;81502;Commune_81502;35578;7808;27770;495;0;27275;RASSEMBLEMENT NATIONAL;;12356;45.3;MACRON;14919
04;268;04268;Commune_04268;30473;8649;21824;539;0;21285;RASSEMBLEMENT NATIONAL;;8681;40.79;MACRON;12604
22;025;22025;Commune_22025;25945;11369;14576;490;0;14086;RASSEMBLEMENT NATIONAL;;5752;40.84;MACRON;8334
78;274;78274;Commune_78274;49802;10244;39558;1509;0;38049;RASSEMBLEMENT NATIONAL;;14880;39.11;MACRON;23169
06;121;06121;Commune_06121;61497;18692;42805;1309;0;41496;RASSEMBLEMENT NATIONAL;;16298;39.28;MACRON;25198
81;069;81069;Commune_81069;48296;11006;37290;991;0;36299;RASSEMBLEMENT NATIONAL;;15070;41.52;MACRON;21229
27;075;27075;Commune_27075;41617;15341;26276;270;0;26006;RASSEMBLEMENT NATIONAL;;12512;48.11;MACRON;13494
87;418;87418;Commune_87418;36001;11472;24529;842;0;23687;RASSEMBLEMENT NATIONAL;;10518;44.41;MACRON;13169
28;303;28303;Commune_28303;53119;21421;31698;1092;0;30606;RASSEMBLEMENT NATIONAL;;14125;46.15;MACRON;16481
41;324;41324;Commune_41324;28809;8735;20074;439;0;19635;RASSEMBLEMENT NATIONAL;;8228;41.91;MACRON;11407
62;447;62447;Commune_62447;15993;5872;10121;232;0;9889;RASSEMBLEMENT NATIONAL;;4312;43.61;MACRON;5577
12;329;12329;Commune_12329;72788;29417;43371;1481;0;41890;RASSEMBLEMENT NATIONAL;;20857;49.79;MACRON;21033
52;378;52378;Commune_52378;29533;11609;17924;575;0;17349;RASSEMBLEMENT NATIONAL;;6714;38.71;MACRON;10635
47;052;47052;Commune_47052;17980;7941;10039;365;0;9674;RASSEMBLEMENT NATIONAL;;4339;44.86;MACRON;5335
73;510;73510;Commune_73510;61238;15473;45765;1550;0;44215;RASSEMBLEMENT NATIONAL;;15825;35.79;MACRON;28390
2B;157;2B157;Commune_2B157;47275;14389;32886;1308;0;31578;RASSEMBLEMENT NATIONAL;;15167;48.03;MACRON;16411
62;093;62093;Commune_62093;67597;27392;40205;489;0;39716;RASSEMBLEMENT NATIONAL;;18368;46.25;MACRON;21348
39;488;39488;Commune_39488;65479;24654;40825;1153;0;39672;RASSEMBLEMENT NATIONAL;;22180;55.91;MACRON;17492
38;441;38441;Commune_38441;60770;21396;39374;787;0;38587;RASSEMBLEMENT NATIONAL;;17998;46.65;MACRON;20589
39;032;39032;Commune_39032;69077;28632;40445;633;0;39812;RASSEMBLEMENT NATIONAL;;17339;43.55;MACRON;22473
77;116;77116;Commune_77116;73061;20680;52381;1753;0;50628;RASSEMBLEMENT NATIONAL;;21572;42.61;MACRON;29056
30;010;30010;Commune_30010;36611;14360;22251;811;0;21440;RASSEMBLEMENT NATIONAL;;7477;34.88;MACRON;13963
16;163;16163;Commune_16163;69093;20563;48530;1683;0;46847;RASSEMBLEMENT NATIONAL;;17541;37.44;MACRON;29306
32;060;32060;Commune_32060;30034;10836;19198;494;0;18704;RASSEMBLEMENT NATIONAL;;9894;52.9;MACRON;8810
03;426;03426;Commune_03426;19453;5948;13505;175;0;13330;RASSEMBLEMENT NATIONAL;;5477;41.09;MACRON;7853
10;314;10314;Commune_10314;33662;9548;24114;502;0;23612;RASSEMBLEMENT NATIONAL;;10424;44.15;MACRON;13188
09;588;09588;Commune_09588;50012;16245;33767;634;0;33133;RASSEMBLEMENT NATIONAL;;12640;38.15;MACRON;20493
72;449;72449;Commune_72449;70203;21075;49128;1303;0;47825;RASSEMBLEMENT NATIONAL;;21354;44.65;MACRON;26471
68;367;68367;Commune_68367;71582;15313;56269;1685;0;54584;RASSEMBLEMENT NATIONAL;;23313;42.71;MACRON;31271
65;306;65306;Commune_65306;19290;5586;13704;532;0;13172;RASSEMBLEMENT NATIONAL;;5509;41.83;MACRON;7663
43;033;43033;Commune_43033;33188;14740;18448;531;0;17917;RASSEMBLEMENT NATIONAL;;8674;48.42;MACRON;9243
67;043;67043;Commune_67043;71988;17701;54287;1586;0;52701;RASSEMBLEMENT NATIONAL;;25902;49.15;MACRON;26799
15;370;15370;Commune_15370;25194;5436;19758;594;0;19164;RASSEMBLEMENT NATIONAL;;7646;39.9;MACRON;11518
85;003;85003;Commune_85003;79051;25487;53564;1987;0;51577;RASSEMBLEMENT NATIONAL;;21020;40.76;MACRON;30557
47;026;47026;Commune_47026;16119;6318;9801;122;0;9679;RASSEMBLEMENT NATIONAL;;3821;39.48;MACRON;5858
89;132;89132;Commune_89132;21170;6867;14303;163;0;14140;RASSEMBLEMENT NATIONAL;;6533;46.2;MACRON;7607
15;530;15530;Commune_15530;61792;23483;38309;758;0;37551;RASSEMBLEMENT NATIONAL;;17468;46.52;MACRON;20083
47;275;47275;Commune_47275;28945;9613;19332;475;0;18857;RASSEMBLEMENT NATIONAL;;8745;46.38;MACRON;10112
65;426;65426;Commune_65426;58410;14507;43903;805;0;43098;RASSEMBLEMENT NATIONAL;;19434;45.09;MACRON;23664
47;247;47247;Commune_47247;31055;11122;19933;449;0;19484;RASSEMBLEMENT NATIONAL;;8098;41.56;MACRON;11386
42;104;42104;Commune_42104;58717;18263;40454;1248;0;39206;RASSEMBLEMENT NATIONAL;;16910;43.13;MACRON;22296
16;223;16223;Commune_16223;73305;28058;45247;593;0;44654;RASSEMBLEMENT NATIONAL;;18158;40.66;MACRON;26496
36;055;36055;Commune_36055;76437;26203;50234;1326;0;48908;RASSEMBLEMENT NATIONAL;;21568;44.1;MACRON;27340
23;462;23462;Commune_23462;61708;14031;47677;1619;0;46058;RASSEMBLEMENT NATIONAL;;20794;45.15;MACRON;25264
29;110;29110;Commune_29110;29820;9739;20081;471;0;19610;RASSEMBLEMENT NATIONAL;;9210;46.97;MACRON;10400
64;226;64226;Commune_64226;24376;7698;16678;464;0;16214;RASSEMBLEMENT NATIONAL;;6999;43.17;MACRON;9215
59;588;59588;Commune_59588;17648;4008;13640;341;0;13299;RASSEMBLEMENT NATIONAL;;5659;42.55;MACRON;7640
57;355;57355;Commune_57355;49536;20062;29474;436;0;29038;RASSEMBLEMENT NATIONAL;;13981;48.15;MACRON;15057
34;275;34275;Commune_34275;25229;5434;19795;669;0;19126;RASSEMBLEMENT NATIONAL;;9539;49.88;MACRON;9587
91;326;91326;Commune_91326;40560;9731;30829;396;0;30433;RASSEMBLEMENT NATIONAL;;12359;40.61;MACRON;18074
09;470;09470;Commune_09470;68609;18831;49778;1549;0;48229;RASSEMBLEMENT NATIONAL;;22808;47.29;MACRON;25421
32;153;32153;Commune_32153;79571;26047;53524;1598;0;51926;RASSEMBLEMENT NATIONAL;;26703;51.43;MACRON;25223
11;382;11382;Commune_11382;29613;6683;22930;305;0;22625;RASSEMBLEMENT NATIONAL;;9483;41.91;MACRON;13142
32;523;32523;Commune_32523;26283;5767;20516;773;0;19743;RASSEMBLEMENT NATIONAL;;9131;46.25;MACRON;10612
91;343;91343;Commune_91343;72992;32759;40233;669;0;39564;RASSEMBLEMENT NATIONAL;;17980;45.45;MACRON;21584
35;268;35268;Commune_35268;30910;11424;19486;230;0;19256;RASSEMBLEMENT NATIONAL;;8187;42.52;MACRON;11069
86;087;86087;Commune_86087;59930;15538;44392;481;0;43911;RASSEMBLEMENT NATIONAL;;17916;40.8;MACRON;25995
47;149;47149;Commune_47149;66158;14099;52059;1208;0;50851;RASSEMBLEMENT NATIONAL;;20010;39.35;MACRON;30841
66;567;66567;Commune_66567;43991;9768;34223;762;0;33461;RASSEMBLEMENT NATIONAL;;13323;39.82;MACRON;20138
43;325;43325;Commune_43325;52076;22037;30039;623;0;29416;RASSEMBLEMENT NATIONAL;;12934;43.97;MACRON;16482
25;181;25181;Commune_25181;37534;13729;23805;842;0;22963;RASSEMBLEMENT NATIONAL;;10189;44.37;MACRON;12774
72;251;72251;Commune_72251;37867;16833;21034;272;0;20762;RASSEMBLEMENT NATIONAL;;8554;41.2;MACRON;12208
95;347;95347;Commune_95347;74794;21630;53164;1304;0;51860;RASSEMBLEMENT NATIONAL;;18915;36.47;MACRON;32945
25;322;25322;Commune_25322;41545;15996;25549;427;0;25122;RASSEMBLEMENT NATIONAL;;10764;42.85;MACRON;14358
73;420;73420;Commune_73420;34297;10929;23368;245;0;23123;RASSEMBLEMENT NATIONAL;;9427;40.77;MACRON;13696
25;155;25155;Commune_25155;44869;16822;28047;639;0;27408;RASSEMBLEMENT NATIONAL;;11517;42.02;MACRON;15891
67;389;67389;Commune_67389;63027;20058;42969;702;0;42267;RASSEMBLEMENT NATIONAL;;18153;42.95;MACRON;24114
74;266;74266;Commune_74266;19772;5526;14246;514;0;13732;RASSEMBLEMENT NATIONAL;;6696;48.77;MACRON;7036
