Code du département;Code de la commune;Code INSEE;Libellé de la commune;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Nom_candidat_RN;Prénom_candidat_RN;Voix_RN;Pct_RN_exp;Nom_candidat_2;Voix_candidat_2
73;319;73319;Commune_73319;48230;18505;29725;503;0;29222;LE PEN;Marine;9920;33.95;MACRON;19302
60;189;60189;Commune_60189;68060;18294;49766;1161;0;48605;LE PEN;Marine;16402;33.75;MACRON;32203
38;188;38188;Commune_38188;29407;12177;17230;345;0;16885;LE PEN;Marine;6481;38.39;MACRON;10404
78;095;78095;Commune_78095;68077;26072;42005;1299;0;40706;LE PEN;Marine;12644;31.06;MACRON;28062
51;576;51576;Commune_51576;23798;7997;15801;384;0;15417;LE PEN;Marine;6117;39.68;MACRON;9300
42;089;42089;Commune_42089;64356;26836;37520;1165;0;36355;LE PEN;Marine;16536;45.49;MACRON;19819
42;052;42052;Commune_42052;50937;13016;37921;633;0;37288;LE PEN;Marine;15122;40.55;MACRON;22166
22;561;22561;Commune_22561;79500;23391;56109;1057;0;55052;LE PEN;Marine;20263;36.81;MACRON;34789
09;333;09333;Commune_09333;72294;29283;43011;562;0;42449;LE PEN;Marine;18733;44.13;MACRON;23716
52;263;52263;Commune_52263;16961;6802;10159;344;0;9815;LE PEN;Marine;4884;49.77;MACRON;4931
84;442;84442;Commune_84442;72108;18802;53306;2050;0;51256;LE PEN;Marine;16709;32.6;MACRON;34547
06;230;06230;Commune_06230;34034;10430;23604;579;0;23025;LE PEN;Marine;7254;31.51;MACRON;15771
81;077;81077;Commune_81077;15067;6415;8652;197;0;8455;LE PEN;Marine;3330;39.39;MACRON;5125
78;438;78438;Commune_78438;63758;20741;43017;1502;0;41515;LE PEN;Marine;16003;38.55;MACRON;25512
26;106;26106;Commune_26106;48739;11597;37142;1149;0;35993;LE PEN;Marine;13821;38.4;MACRON;22172
59;332;59332;Commune_59332;67924;21557;46367;1615;0;44752;LE PEN;Marine;13733;30.69;MACRON;31019
16;569;16569;Commune_16569;60062;19814;40248;1592;0;38656;LE PEN;Marine;15607;40.38;MACRON;23049
71;561;71561;Commune_71561;71763;16599;55164;1396;0;53768;LE PEN;Marine;19374;36.03;MACRON;34394
66;217;66217;Commune_66217;17229;6787;10442;347;0;10095;LE PEN;Marine;3240;32.1;MACRON;6855
33;468;33468;Commune_33468;19503;8235;11268;271;0;10997;LE PEN;Marine;4124;37.51;MACRON;6873
07;367;07367;Commune_07367;15241;3512;11729;415;0;11314;LE PEN;Marine;4514;39.9;MACRON;6800
95;288;95288;Commune_95288;54315;14064;40251;894;0;39357;LE PEN;Marine;14579;37.04;MACRON;24778
42;084;42084;Commune_42084;33235;9392;23843;368;0;23475;LE PEN;Marine;9582;40.82;MACRON;13893
85;226;85226;Commune_85226;24246;7509;16737;659;0;16078;LE PEN;Marine;6348;39.49;MACRON;9730
64;391;64391;Commune_64391;64486;18612;45874;1391;0;44483;LE PEN;Marine;19529;43.9;MACRON;24954
73;591;73591;Commune_73591;50770;12307;38463;886;0;37577;LE PEN;Marine;13495;35.91;MACRON;24082
71;003;71003;Commune_71003;44683;18142;26541;754;0;25787;LE PEN;Marine;8444;32.75;MACRON;17343
19;430;19430;Commune_19430;47338;17802;29536;745;0;28791;LE PEN;Marine;11714;40.69;MACRON;17077
34;507;34507;Commune_34507;56506;25180;31326;843;0;30483;LE PEN;Marine;13552;44.46;MACRON;16931
44;570;44570;Commune_44570;64826;26361;38465;707;0;37758;LE PEN;Marine;14223;37.67;MACRON;23535
47;254;47254;Commune_47254;61185;24942;36243;1435;0;34808;LE PEN;Marine;12207;35.07;MACRON;22601
05;071;05071;Commune_05071;17256;3458;13798;435;0;13363;LE PEN;Marine;4768;35.68;MACRON;8595
51;163;51163;Commune_51163;19920;5095;14825;546;0;14279;LE PEN;Marine;5422;37.98;MACRON;8857
15;510;15510;Commune_15510;54770;17536;37234;411;0;36823;LE PEN;Marine;12093;32.84;MACRON;24730
70;526;70526;Commune_70526;35176;7171;28005;496;0;27509;LE PEN;Marine;11252;40.9;MACRON;16257
64;382;64382;Commune_64382;61110;20419;40691;847;0;39844;LE PEN;Marine;15157;38.04;MACRON;24687
87;074;87074;Commune_87074;71441;19265;52176;1114;0;51062;LE PEN;Marine;19175;37.55;MACRON;31887
70;074;70074;Commune_70074;40380;8671;31709;1068;0;30641;LE PEN;Marine;10272;33.53;MACRON;20369
35;287;35287;Commune_35287;52917;12984;39933;1325;0;38608;LE PEN;Marine;16032;41.53;MACRON;22576
91;353;91353;Commune_91353;16797;5390;11407;284;0;11123;LE PEN;Marine;3994;35.92;MACRON;7129
39;020;39020;Commune_39020;35716;12280;23436;346;0;23090;LE PEN;Marine;6182;26.77;MACRON;16908
31;411;31411;Commune_31411;69309;25768;43541;781;0;42760;LE PEN;Marine;15260;35.69;MACRON;27500
86;327;86327;Commune_86327;79900;32383;47517;1394;0;46123;LE PEN;Marine;13772;29.86;MACRON;32351
35;008;35008;Commune_35008;59268;19767;39501;1390;0;38111;LE PEN;Marine;13283;34.86;MACRON;24828
08;058;08058;Commune_08058;61808;13447;48361;1790;0;46571;LE PEN;Marine;19016;40.83;MACRON;27555
44;273;44273;Commune_44273;46524;18781;27743;848;0;26895;LE PEN;Marine;9158;34.05;MACRON;17737
74;433;74433;Commune_74433;40085;9788;30297;880;0;29417;LE PEN;Marine;12076;41.05;MACRON;17341
18;495;18495;Commune_18495;28950;10899;18051;315;0;17736;LE PEN;Marine;6229;35.13;MACRON;11507
44;259;44259;Commune_44259;48311;12070;36241;1228;0;35013;LE PEN;Marine;13958;39.87;MACRON;21055
13;177;13177;Commune_13177;42922;18957;23965;456;0;23509;LE PEN;Marine;9085;38.64;MACRON;14424
64;581;64581;Commune_64581;26994;8196;18798;272;0;18526;LE PEN;Marine;7667;41.39;MACRON;10859
45;275;45275;Commune_45275;42485;15558;26927;984;0;25943;LE PEN;Marine;11289;43.52;MACRON;14654
31;189;31189;Commune_31189;21613;5706;15907;390;0;15517;LE PEN;Marine;6462;41.65;MACRON;9055
22;265;22265;Commune_22265;45975;15345;30630;877;0;29753;LE PEN;Marine;11147;37.47;MACRON;18606
53;008;53008;Commune_53008;53831;20863;32968;1308;0;31660;LE PEN;Marine;14234;44.96;MACRON;17426
63;181;63181;Commune_63181;31858;7416;24442;785;0;23657;LE PEN;Marine;9403;39.75;MACRON;14254
89;309;89309;Commune_89309;19453;8607;10846;165;0;10681;LE PEN;Marine;4353;40.76;MACRON;6328
41;551;41551;Commune_41551;23914;5156;18758;646;0;18112;LE PEN;Marine;7453;41.15;MACRON;10659
15;443;15443;Commune_15443;77434;16092;61342;883;0;60459;LE PEN;Marine;24012;39.72;MACRON;36447
79;468;79468;Commune_79468;48999;15201;33798;523;0;33275;LE PEN;Marine;14180;42.62;MACRON;19095
59;327;59327;Commune_59327;27571;5927;21644;780;0;20864;LE PEN;Marine;7416;35.55;MACRON;13448
66;067;66067;Commune_66067;34917;14825;20092;351;0;19741;LE PEN;Marine;8666;43.9;MACRON;11075
10;235;10235;Commune_10235;20370;8855;11515;305;0;11210;LE PEN;Marine;4685;41.8;MACRON;6525
30;598;30598;Commune_30598;53642;16301;37341;699;0;36642;LE PEN;Marine;12887;35.17;MACRON;23755
72;027;72027;Commune_72027;37325;14659;22666;862;0;21804;LE PEN;Marine;9334;42.81;MACRON;12470
79;527;79527;Commune_79527;34052;12013;22039;607;0;21432;LE PEN;Marine;7289;34.01;MACRON;14143
41;411;41411;Commune_41411;62057;17025;45032;587;0;44445;LE PEN;Marine;17405;39.16;MACRON;27040
76;171;76171;Commune_76171;34602;14952;19650;635;0;19015;LE PEN;Marine;6327;33.28;MACRON;12688
80;467;80467;Commune_80467;16008;6144;9864;203;0;9661;LE PEN;Marine;3339;34.56;MACRON;6322
37;502;37502;Commune_37502;62233;13112;49121;644;0;48477;LE PEN;Marine;18738;38.66;MACRON;29739
85;026;85026;Commune_85026;26458;9062;17396;321;0;17075;LE PEN;Marine;6761;39.6;MACRON;10314
27;064;27064;Commune_27064;26904;7742;19162;588;0;18574;LE PEN;Marine;5587;30.08;MACRON;12987
23;399;23399;Commune_23399;35284;10487;24797;570;0;24227;LE PEN;Marine;7880;32.53;MACRON;16347
64;599;64599;Commune_64599;49215;12792;36423;410;0;36013;LE PEN;Marine;14470;40.18;MACRON;21543
60;015;60015;Commune_60015;24017;6699;17318;344;0;16974;LE PEN;Marine;5928;34.92;MACRON;11046
13;399;13399;Commune_13399;35337;15208;20129;409;0;19720;LE PEN;Marine;8753;44.39;MACRON;10967
79;082;79082;Commune_79082;21973;9218;12755;404;0;12351;LE PEN;Marine;4125;33.4;MACRON;8226
19;390;19390;Commune_19390;61247;15688;45559;1323;0;44236;LE PEN;Marine;14157;32.0;MACRON;30079
76;374;76374;Commune_76374;23248;5782;17466;287;0;17179;LE PEN;Marine;6327;36.84;MACRON;10852
01;055;01055;Commune_01055;30875;6902;23973;747;0;23226;LE PEN;Marine;8625;37.14;MACRON;14601
76;408;76408;Commune_76408;40261;10073;30188;760;0;29428;LE PEN;Marine;9955;33.83;MACRON;19473
74;538;74538;Commune_74538;18556;6251;12305;278;0;12027;LE PEN;Marine;4590;38.16;MACRON;7437
73;518;73518;Commune_73518;23712;6376;17336;639;0;16697;LE PEN;Marine;6359;38.09;MACRON;10338
62;018;62018;Commune_62018;54430;20780;33650;973;0;32677;LE PEN;Marine;12288;37.61;MACRON;20389
44;148;44148;Commune_44148;21945;6174;15771;390;0;15381;LE PEN;Marine;7429;48.31;MACRON;7952
66;145;66145;Commune_66145;59612;20998;38614;1269;0;37345;LE PEN;Marine;13679;36.63;MACRON;23666
26;272;26272;Commune_26272;69249;27561;41688;1099;0;40589;LE PEN;Marine;13588;33.48;MACRON;27001
73;086;73086;Commune_73086;34500;13217;21283;234;0;21049;LE PEN;Marine;6923;32.89;MACRON;14126
52;512;52512;Commune_52512;21102;5830;15272;598;0;14674;LE PEN;Marine;6040;41.17;MACRON;8634
43;466;43466;Commune_43466;18352;6173;12179;175;0;12004;LE PEN;Marine;4706;39.21;MACRON;7298
48;485;48485;Commune_48485;55966;21527;34439;1373;0;33066;LE PEN;Marine;9185;27.78;MACRON;23881
53;119;53119;Commune_53119;68175;21079;47096;799;0;46297;LE PEN;Marine;19655;42.46;MACRON;26642
04;009;04009;Commune_04009;64859;23749;41110;1372;0;39738;LE PEN;Marine;12227;30.77;MACRON;27511
14;546;14546;Commune_14546;47240;20009;27231;972;0;26259;LE PEN;Marine;10535;40.12;MACRON;15724
23;174;23174;Commune_23174;72113;16922;55191;2033;0;53158;LE PEN;Marine;20489;38.54;MACRON;32669
11;394;11394;Commune_11394;64876;25468;39408;1010;0;38398;LE PEN;Marine;15356;39.99;MACRON;23042
41;545;41545;Commune_41545;64289;22865;41424;489;0;40935;LE PEN;Marine;17603;43.0;MACRON;23332
63;022;63022;Commune_63022;70244;26489;43755;755;0;43000;LE PEN;Marine;13608;31.65;MACRON;29392
61;004;61004;Commune_61004;63218;21118;42100;1284;0;40816;LE PEN;Marine;16324;39.99;MACRON;24492
44;004;44004;Commune_44004;71554;14989;56565;1073;0;55492;LE PEN;Marine;16914;30.48;MACRON;38578
81;094;81094;Commune_81094;35139;15613;19526;256;0;19270;LE PEN;Marine;8389;43.54;MACRON;10881
53;031;53031;Commune_53031;64477;26406;38071;737;0;37334;LE PEN;Marine;10509;28.15;MACRON;26825
08;492;08492;Commune_08492;59641;19727;39914;692;0;39222;LE PEN;Marine;13492;34.4;MACRON;25730
72;363;72363;Commune_72363;41194;17856;23338;707;0;22631;LE PEN;Marine;8771;38.76;MACRON;13860
54;588;54588;Commune_54588;54569;13514;41055;1554;0;39501;LE PEN;Marine;14864;37.63;MACRON;24637
60;481;60481;Commune_60481;16537;4505;12032;335;0;11697;LE PEN;Marine;4431;37.89;MACRON;7266
53;577;53577;Commune_53577;36612;10506;26106;990;0;25116;LE PEN;Marine;10170;40.49;MACRON;14946
52;143;52143;Commune_52143;57706;12057;45649;1040;0;44609;LE PEN;Marine;18004;40.36;MACRON;26605
09;173;09173;Commune_09173;54005;13464;40541;406;0;40135;LE PEN;Marine;15970;39.79;MACRON;24165
53;509;53509;Commune_53509;55110;17539;37571;1111;0;36460;LE PEN;Marine;13882;38.08;MACRON;22578
74;147;74147;Commune_74147;23832;8528;15304;288;0;15016;LE PEN;Marine;6192;41.24;MACRON;8824
29;035;29035;Commune_29035;61618;24923;36695;981;0;35714;LE PEN;Marine;12904;36.13;MACRON;22810
57;401;57401;Commune_57401;55521;12549;42972;893;0;42079;LE PEN;Marine;17596;41.82;MACRON;24483
03;480;03480;Commune_03480;74754;28821;45933;1546;0;44387;LE PEN;Marine;19497;43.93;MACRON;24890
33;580;33580;Commune_33580;54797;17736;37061;803;0;36258;LE PEN;Marine;14759;40.71;MACRON;21499
41;556;41556;Commune_41556;62123;26033;36090;1210;0;34880;LE PEN;Marine;13631;39.08;MACRON;21249
2A;042;2A042;Commune_2A042;55704;19819;35885;1347;0;34538;LE PEN;Marine;8895;25.76;MACRON;25643
20;463;20463;Commune_20463;55135;15718;39417;1493;0;37924;LE PEN;Marine;12092;31.89;MACRON;25832
26;507;26507;Commune_26507;78288;26332;51956;1980;0;49976;LE PEN;Marine;20914;41.85;MACRON;29062
38;419;38419;Commune_38419;45836;9628;36208;1405;0;34803;LE PEN;Marine;15275;43.89;MACRON;19528
2B;287;2B287;Commune_2B287;54786;18321;36465;594;0;35871;LE PEN;Marine;11262;31.4;MACRON;24609
81;502;81502;Commune_81502;68228;24163;44065;1681;0;42384;LE PEN;Marine;16416;38.73;MACRON;25968
04;268;04268;Commune_04268;59864;15614;44250;1667;0;42583;LE PEN;Marine;11828;27.78;MACRON;30755
22;025;22025;Commune_22025;38631;8013;30618;1176;0;29442;LE PEN;Marine;10046;34.12;MACRON;19396
78;274;78274;Commune_78274;54877;17947;36930;1463;0;35467;LE PEN;Marine;9590;27.04;MACRON;25877
06;121;06121;Commune_06121;51078;20200;30878;482;0;30396;LE PEN;Marine;11809;38.85;MACRON;18587
81;069;81069;Commune_81069;73792;20493;53299;1390;0;51909;LE PEN;Marine;21489;41.4;MACRON;30420
27;075;27075;Commune_27075;77606;32361;45245;1149;0;44096;LE PEN;Marine;17537;39.77;MACRON;26559
87;418;87418;Commune_87418;51820;15509;36311;803;0;35508;LE PEN;Marine;13735;38.68;MACRON;21773
28;303;28303;Commune_28303;76374;23846;52528;1921;0;50607;LE PEN;Marine;20466;40.44;MACRON;30141
41;324;41324;Commune_41324;65285;22849;42436;1198;0;41238;LE PEN;Marine;16507;40.03;MACRON;24731
62;447;62447;Commune_62447;74335;28263;46072;1084;0;44988;LE PEN;Marine;13683;30.41;MACRON;31305
12;329;12329;Commune_12329;76219;24172;52047;1423;0;50624;LE PEN;Marine;21537;42.54;MACRON;29087
52;378;52378;Commune_52378;29292;10708;18584;337;0;18247;LE PEN;Marine;6157;33.74;MACRON;12090
47;052;47052;Commune_47052;37142;15419;21723;680;0;21043;LE PEN;Marine;6176;29.35;MACRON;14867
73;510;73510;Commune_73510;24816;9793;15023;203;0;14820;LE PEN;Marine;4454;30.05;MACRON;10366
2B;157;2B157;Commune_2B157;43462;16734;26728;985;0;25743;LE PEN;Marine;10510;40.83;MACRON;15233
62;093;62093;Commune_62093;79926;23795;56131;1765;0;54366;LE PEN;Marine;20469;37.65;MACRON;33897
39;488;39488;Commune_39488;53925;21829;32096;1136;0;30960;LE PEN;Marine;13314;43.0;MACRON;17646
38;441;38441;Commune_38441;51459;12505;38954;798;0;38156;LE PEN;Marine;16519;43.29;MACRON;21637
39;032;39032;Commune_39032;22414;7044;15370;572;0;14798;LE PEN;Marine;5521;37.31;MACRON;9277
77;116;77116;Commune_77116;64650;16117;48533;545;0;47988;LE PEN;Marine;19884;41.44;MACRON;28104
30;010;30010;Commune_30010;61803;12847;48956;1579;0;47377;LE PEN;Marine;16841;35.55;MACRON;30536
16;163;16163;Commune_16163;72152;30306;41846;1432;0;40414;LE PEN;Marine;12859;31.82;MACRON;27555
32;060;32060;Commune_32060;53132;19409;33723;1231;0;32492;LE PEN;Marine;14491;44.6;MACRON;18001
03;426;03426;Commune_03426;57086;17618;39468;1404;0;38064;LE PEN;Marine;14792;38.86;MACRON;23272
10;314;10314;Commune_10314;65003;24563;40440;1587;0;38853;LE PEN;Marine;15995;41.17;MACRON;22858
09;588;09588;Commune_09588;58557;17992;40565;1034;0;39531;LE PEN;Marine;11206;28.35;MACRON;28325
72;449;72449;Commune_72449;77975;32431;45544;1393;0;44151;LE PEN;Marine;15471;35.04;MACRON;28680
68;367;68367;Commune_68367;41228;14113;27115;1031;0;26084;LE PEN;Marine;8674;33.26;MACRON;17410
65;306;65306;Commune_65306;59223;15285;43938;759;0;43179;LE PEN;Marine;14932;34.58;MACRON;28247
43;033;43033;Commune_43033;77731;21066;56665;601;0;56064;LE PEN;Marine;25140;44.84;MACRON;30924
67;043;67043;Commune_67043;77400;25279;52121;1985;0;50136;LE PEN;Marine;17666;35.24;MACRON;32470
15;370;15370;Commune_15370;68716;24433;44283;792;0;43491;LE PEN;Marine;17374;39.95;MACRON;26117
85;003;85003;Commune_85003;56254;17852;38402;1378;0;37024;LE PEN;Marine;10875;29.37;MACRON;26149
47;026;47026;Commune_47026;79678;17708;61970;1583;0;60387;LE PEN;Marine;22098;36.59;MACRON;38289
89;132;89132;Commune_89132;43384;13527;29857;1057;0;28800;LE PEN;Marine;10556;36.65;MACRON;18244
15;530;15530;Commune_15530;44621;9319;35302;700;0;34602;LE PEN;Marine;14267;41.23;MACRON;20335
47;275;47275;Commune_47275;17387;6584;10803;306;0;10497;LE PEN;Marine;3380;32.21;MACRON;7117
65;426;65426;Commune_65426;63010;15678;47332;1732;0;45600;LE PEN;Marine;18660;40.92;MACRON;26940
47;247;47247;Commune_47247;58242;20826;37416;658;0;36758;LE PEN;Marine;11857;32.26;MACRON;24901
42;104;42104;Commune_42104;44166;18402;25764;539;0;25225;LE PEN;Marine;9287;36.82;MACRON;15938
16;223;16223;Commune_16223;29942;10339;19603;382;0;19221;LE PEN;Marine;7801;40.59;MACRON;11420
36;055;36055;Commune_36055;71678;19011;52667;867;0;51800;LE PEN;Marine;19106;36.89;MACRON;32694
23;462;23462;Commune_23462;20265;4378;15887;197;0;15690;LE PEN;Marine;5235;33.37;MACRON;10455
29;110;29110;Commune_29110;31658;10965;20693;564;0;20129;LE PEN;Marine;7577;37.65;MACRON;12552
64;226;64226;Commune_64226;22688;8616;14072;234;0;13838;LE PEN;Marine;4549;32.87;MACRON;9289
59;588;59588;Commune_59588;29966;10899;19067;704;0;18363;LE PEN;Marine;5884;32.05;MACRON;12479
57;355;57355;Commune_57355;73026;25234;47792;1032;0;46760;LE PEN;Marine;18224;38.97;MACRON;28536
34;275;34275;Commune_34275;43053;8997;34056;460;0;33596;LE PEN;Marine;14276;42.49;MACRON;19320
91;326;91326;Commune_91326;22852;8415;14437;558;0;13879;LE PEN;Marine;4398;31.69;MACRON;9481
09;470;09470;Commune_09470;71671;26604;45067;562;0;44505;LE PEN;Marine;18684;41.98;MACRON;25821
32;153;32153;Commune_32153;69877;27465;42412;1382;0;41030;LE PEN;Marine;16958;41.33;MACRON;24072
11;382;11382;Commune_11382;48802;13942;34860;1066;0;33794;LE PEN;Marine;12281;36.34;MACRON;21513
32;523;32523;Commune_32523;60659;16551;44108;853;0;43255;LE PEN;Marine;16279;37.64;MACRON;26976
91;343;91343;Commune_91343;27576;5525;22051;704;0;21347;LE PEN;Marine;7373;34.54;MACRON;13974
35;268;35268;Commune_35268;47605;11103;36502;1010;0;35492;LE PEN;Marine;10656;30.03;MACRON;24836
86;087;86087;Commune_86087;53376;16644;36732;628;0;36104;LE PEN;Marine;11963;33.14;MACRON;24141
47;149;47149;Commune_47149;76620;27303;49317;556;0;48761;LE PEN;Marine;17922;36.76;MACRON;30839
66;567;66567;Commune_66567;59077;14533;44544;514;0;44030;LE PEN;Marine;15004;34.08;MACRON;29026
43;325;43325;Commune_43325;60294;24770;35524;816;0;34708;LE PEN;Marine;17083;49.22;MACRON;17625
25;181;25181;Commune_25181;58699;13808;44891;576;0;44315;LE PEN;Marine;12922;29.16;MACRON;31393
72;251;72251;Commune_72251;72701;21581;51120;1841;0;49279;LE PEN;Marine;16039;32.55;MACRON;33240
95;347;95347;Commune_95347;58364;23744;34620;1176;0;33444;LE PEN;Marine;9531;28.5;MACRON;23913
25;322;25322;Commune_25322;30625;10500;20125;419;0;19706;LE PEN;Marine;7649;38.82;MACRON;12057
73;420;73420;Commune_73420;44257;15650;28607;732;0;27875;LE PEN;Marine;10052;36.06;MACRON;17823
25;155;25155;Commune_25155;58866;20235;38631;1141;0;37490;LE PEN;Marine;15083;40.23;MACRON;22407
67;389;67389;Commune_67389;21941;7141;14800;221;0;14579;LE PEN;Marine;5262;36.1;MACRON;9317
74;266;74266;Commune_74266;76893;26087;50806;1527;0;49279;LE PEN;Marine;19144;38.85;MACRON;30135
42;564;42564;Commune_42564;38598;8678;29920;793;0;29127;LE PEN;Marine;12232;42.0;MACRON;16895
69;095;69095;Commune_69095;35853;15442;20411;788;0;19623;LE PEN;Marine;7176;36.57;MACRON;12447
26;089;26089;Commune_26089;58963;21887;37076;764;0;36312;LE PEN;Marine;11742;32.34;MACRON;24570
08;277;08277;Commune_08277;15324;6572;8752;294;0;8458;LE PEN;Marine;3255;38.49;MACRON;5203
09;305;09305;Commune_09305;29484;11496;17988;332;0;17656;LE PEN;Marine;5430;30.75;MACRON;12226
42;414;42414;Commune_42414;51303;10583;40720;1361;0;39359;LE PEN;Marine;15890;40.37;MACRON;23469
85;243;85243;Commune_85243;26816;5834;20982;752;0;20230;LE PEN;Marine;8781;43.41;MACRON;11449
12;548;12548;Commune_12548;48563;16038;32525;491;0;32034;LE PEN;Marine;11674;36.44;MACRON;20360
43;285;43285;Commune_43285;73909;27220;46689;876;0;45813;LE PEN;Marine;13003;28.38;MACRON;32810
66;078;66078;Commune_66078;37932;16826;21106;300;0;20806;LE PEN;Marine;7606;36.56;MACRON;13200
19;072;19072;Commune_19072;61613;17208;44405;608;0;43797;LE PEN;Marine;12958;29.59;MACRON;30839
68;584;68584;Commune_68584;61941;26183;35758;1098;0;34660;LE PEN;Marine;12935;37.32;MACRON;21725
29;081;29081;Commune_29081;18138;7531;10607;152;0;10455;LE PEN;Marine;3822;36.56;MACRON;6633
77;568;77568;Commune_77568;37275;9777;27498;440;0;27058;LE PEN;Marine;8828;32.63;MACRON;18230
54;167;54167;Commune_54167;29969;13222;16747;622;0;16125;LE PEN;Marine;5332;33.07;MACRON;10793
51;056;51056;Commune_51056;28764;11615;17149;308;0;16841;LE PEN;Marine;5692;33.8;MACRON;11149
17;183;17183;Commune_17183;71960;28990;42970;1357;0;41613;LE PEN;Marine;14337;34.45;MACRON;27276
44;369;44369;Commune_44369;34643;7523;27120;944;0;26176;LE PEN;Marine;9067;34.64;MACRON;17109
81;257;81257;Commune_81257;31250;9466;21784;223;0;21561;LE PEN;Marine;6870;31.87;MACRON;14691
02;471;02471;Commune_02471;17295;4637;12658;425;0;12233;LE PEN;Marine;3962;32.39;MACRON;8271
71;366;71366;Commune_71366;72438;31297;41141;1285;0;39856;LE PEN;Marine;12696;31.86;MACRON;27160
46;241;46241;Commune_46241;74900;15793;59107;1620;0;57487;LE PEN;Marine;20712;36.03;MACRON;36775
67;381;67381;Commune_67381;67298;21737;45561;1037;0;44524;LE PEN;Marine;10280;23.09;MACRON;34244
62;582;62582;Commune_62582;69003;15167;53836;1507;0;52329;LE PEN;Marine;18731;35.8;MACRON;33598
41;247;41247;Commune_41247;60583;23820;36763;387;0;36376;LE PEN;Marine;11623;31.95;MACRON;24753
29;092;29092;Commune_29092;46434;10859;35575;426;0;35149;LE PEN;Marine;9904;28.18;MACRON;25245
59;245;59245;Commune_59245;55242;19369;35873;1370;0;34503;LE PEN;Marine;11446;33.18;MACRON;23057
14;504;14504;Commune_14504;38432;15175;23257;479;0;22778;LE PEN;Marine;5877;25.8;MACRON;16901
55;131;55131;Commune_55131;47609;16567;31042;419;0;30623;LE PEN;Marine;10391;33.93;MACRON;20232
09;569;09569;Commune_09569;65659;19827;45832;1348;0;44484;LE PEN;Marine;16804;37.78;MACRON;27680
61;353;61353;Commune_61353;57951;17229;40722;427;0;40295;LE PEN;Marine;14114;35.03;MACRON;26181
59;361;59361;Commune_59361;31530;12884;18646;241;0;18405;LE PEN;Marine;7148;38.84;MACRON;11257
08;190;08190;Commune_08190;26340;7010;19330;262;0;19068;LE PEN;Marine;4702;24.66;MACRON;14366
71;552;71552;Commune_71552;70266;28487;41779;566;0;41213;LE PEN;Marine;12537;30.42;MACRON;28676
39;022;39022;Commune_39022;58432;23921;34511;871;0;33640;LE PEN;Marine;9988;29.69;MACRON;23652
