Code du département;Code de la commune;Code INSEE;Libellé de la commune;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Nom_candidat_RN;Prénom_candidat_RN;Voix_RN;Pct_RN_exp;Nom_candidat_2;Voix_candidat_2
16;569;16569;Commune_16569;63088;18093;44995;1460;0;43535;RASSEMBLEMENT NATIONAL;;15579;35.79;MACRON;27956
71;561;71561;Commune_71561;58721;23390;35331;470;0;34861;RASSEMBLEMENT NATIONAL;;13942;39.99;MACRON;20919
66;217;66217;Commune_66217;39537;15460;24077;323;0;23754;RASSEMBLEMENT NATIONAL;;7956;33.5;MACRON;15798
33;468;33468;Commune_33468;58496;24404;34092;660;0;33432;RASSEMBLEMENT NATIONAL;;10812;32.34;MACRON;22620
07;367;07367;Commune_07367;77912;31998;45914;870;0;45044;RASSEMBLEMENT NATIONAL;;17847;39.62;MACRON;27197
95;288;95288;Commune_95288;79466;17468;61998;2411;0;59587;RASSEMBLEMENT NATIONAL;;22732;38.15;MACRON;36855
42;084;42084;Commune_42084;18411;4233;14178;200;0;13978;RASSEMBLEMENT NATIONAL;;5072;36.29;MACRON;8906
85;226;85226;Commune_85226;29874;7756;22118;229;0;21889;RASSEMBLEMENT NATIONAL;;7729;35.31;MACRON;14160
64;391;64391;Commune_64391;47601;18478;29123;906;0;28217;RASSEMBLEMENT NATIONAL;;11350;40.22;MACRON;16867
73;591;73591;Commune_73591;41430;18478;22952;549;0;22403;RASSEMBLEMENT NATIONAL;;8478;37.85;MACRON;13925
71;003;71003;Commune_71003;44475;19495;24980;922;0;24058;RASSEMBLEMENT NATIONAL;;7765;32.28;MACRON;16293
19;430;19430;Commune_19430;60287;21686;38601;577;0;38024;RASSEMBLEMENT NATIONAL;;16927;44.52;MACRON;21097
34;507;34507;Commune_34507;70896;25897;44999;717;0;44282;RASSEMBLEMENT NATIONAL;;15511;35.03;MACRON;28771
44;570;44570;Commune_44570;29655;9560;20095;582;0;19513;RASSEMBLEMENT NATIONAL;;6181;31.68;MACRON;13332
47;254;47254;Commune_47254;64113;22007;42106;1408;0;40698;RASSEMBLEMENT NATIONAL;;13572;33.35;MACRON;27126
05;071;05071;Commune_05071;43172;16179;26993;774;0;26219;RASSEMBLEMENT NATIONAL;;9628;36.72;MACRON;16591
51;163;51163;Commune_51163;57522;22700;34822;995;0;33827;RASSEMBLEMENT NATIONAL;;10790;31.9;MACRON;23037
15;510;15510;Commune_15510;73039;15558;57481;1488;0;55993;RASSEMBLEMENT NATIONAL;;20913;37.35;MACRON;35080
70;526;70526;Commune_70526;68041;25345;42696;1149;0;41547;RASSEMBLEMENT NATIONAL;;14559;35.04;MACRON;26988
64;382;64382;Commune_64382;78498;29221;49277;498;0;48779;RASSEMBLEMENT NATIONAL;;18032;36.97;MACRON;30747
87;074;87074;Commune_87074;44249;17257;26992;1057;0;25935;RASSEMBLEMENT NATIONAL;;8951;34.51;MACRON;16984
70;074;70074;Commune_70074;79825;22890;56935;2113;0;54822;RASSEMBLEMENT NATIONAL;;17319;31.59;MACRON;37503
35;287;35287;Commune_35287;27786;8560;19226;768;0;18458;RASSEMBLEMENT NATIONAL;;7036;38.12;MACRON;11422
91;353;91353;Commune_91353;77868;20103;57765;1485;0;56280;RASSEMBLEMENT NATIONAL;;21885;38.89;MACRON;34395
39;020;39020;Commune_39020;36754;14755;21999;227;0;21772;RASSEMBLEMENT NATIONAL;;6430;29.54;MACRON;15342
31;411;31411;Commune_31411;57571;22212;35359;814;0;34545;RASSEMBLEMENT NATIONAL;;11899;34.45;MACRON;22646
86;327;86327;Commune_86327;37063;11916;25147;747;0;24400;RASSEMBLEMENT NATIONAL;;9432;38.66;MACRON;14968
35;008;35008;Commune_35008;29823;8531;21292;783;0;20509;RASSEMBLEMENT NATIONAL;;6310;30.77;MACRON;14199
08;058;08058;Commune_08058;73217;16645;56572;1618;0;54954;RASSEMBLEMENT NATIONAL;;20472;37.25;MACRON;34482
44;273;44273;Commune_44273;77810;31012;46798;1792;0;45006;RASSEMBLEMENT NATIONAL;;13260;29.46;MACRON;31746
74;433;74433;Commune_74433;72930;30058;42872;837;0;42035;RASSEMBLEMENT NATIONAL;;14614;34.77;MACRON;27421
18;495;18495;Commune_18495;26365;8084;18281;556;0;17725;RASSEMBLEMENT NATIONAL;;6035;34.05;MACRON;11690
44;259;44259;Commune_44259;45926;11734;34192;521;0;33671;RASSEMBLEMENT NATIONAL;;10437;31.0;MACRON;23234
13;177;13177;Commune_13177;15864;5963;9901;194;0;9707;RASSEMBLEMENT NATIONAL;;3568;36.76;MACRON;6139
64;581;64581;Commune_64581;77149;20052;57097;641;0;56456;RASSEMBLEMENT NATIONAL;;24933;44.17;MACRON;31523
45;275;45275;Commune_45275;36608;14676;21932;234;0;21698;RASSEMBLEMENT NATIONAL;;10326;47.59;MACRON;11372
31;189;31189;Commune_31189;19654;4011;15643;465;0;15178;RASSEMBLEMENT NATIONAL;;5006;32.98;MACRON;10172
22;265;22265;Commune_22265;65589;19839;45750;1703;0;44047;RASSEMBLEMENT NATIONAL;;14636;33.23;MACRON;29411
53;008;53008;Commune_53008;42039;18220;23819;602;0;23217;RASSEMBLEMENT NATIONAL;;9654;41.58;MACRON;13563
63;181;63181;Commune_63181;31572;12153;19419;456;0;18963;RASSEMBLEMENT NATIONAL;;7677;40.49;MACRON;11286
89;309;89309;Commune_89309;42206;15629;26577;653;0;25924;RASSEMBLEMENT NATIONAL;;10640;41.04;MACRON;15284
41;551;41551;Commune_41551;44659;15853;28806;385;0;28421;RASSEMBLEMENT NATIONAL;;11715;41.22;MACRON;16706
15;443;15443;Commune_15443;74168;20373;53795;604;0;53191;RASSEMBLEMENT NATIONAL;;21655;40.71;MACRON;31536
79;468;79468;Commune_79468;71337;30037;41300;532;0;40768;RASSEMBLEMENT NATIONAL;;15460;37.92;MACRON;25308
59;327;59327;Commune_59327;24227;10545;13682;201;0;13481;RASSEMBLEMENT NATIONAL;;4885;36.24;MACRON;8596
66;067;66067;Commune_66067;19013;4526;14487;504;0;13983;RASSEMBLEMENT NATIONAL;;5454;39.0;MACRON;8529
10;235;10235;Commune_10235;34391;10191;24200;767;0;23433;RASSEMBLEMENT NATIONAL;;10857;46.33;MACRON;12576
30;598;30598;Commune_30598;65904;17490;48414;1775;0;46639;RASSEMBLEMENT NATIONAL;;17976;38.54;MACRON;28663
72;027;72027;Commune_72027;63046;16763;46283;1579;0;44704;RASSEMBLEMENT NATIONAL;;18481;41.34;MACRON;26223
79;527;79527;Commune_79527;62602;19464;43138;707;0;42431;RASSEMBLEMENT NATIONAL;;17598;41.48;MACRON;24833
41;411;41411;Commune_41411;33324;11505;21819;278;0;21541;RASSEMBLEMENT NATIONAL;;9340;43.36;MACRON;12201
76;171;76171;Commune_76171;20495;8356;12139;130;0;12009;RASSEMBLEMENT NATIONAL;;4362;36.33;MACRON;7647
80;467;80467;Commune_80467;18592;3858;14734;314;0;14420;RASSEMBLEMENT NATIONAL;;5316;36.87;MACRON;9104
37;502;37502;Commune_37502;34513;13453;21060;465;0;20595;RASSEMBLEMENT NATIONAL;;7293;35.42;MACRON;13302
85;026;85026;Commune_85026;35326;9946;25380;736;0;24644;RASSEMBLEMENT NATIONAL;;9201;37.34;MACRON;15443
27;064;27064;Commune_27064;34587;15328;19259;488;0;18771;RASSEMBLEMENT NATIONAL;;5797;30.88;MACRON;12974
23;399;23399;Commune_23399;59942;16824;43118;1641;0;41477;RASSEMBLEMENT NATIONAL;;13604;32.8;MACRON;27873
64;599;64599;Commune_64599;17352;3872;13480;217;0;13263;RASSEMBLEMENT NATIONAL;;5163;38.93;MACRON;8100
60;015;60015;Commune_60015;79770;20081;59689;2144;0;57545;RASSEMBLEMENT NATIONAL;;23113;40.17;MACRON;34432
13;399;13399;Commune_13399;63271;24366;38905;915;0;37990;RASSEMBLEMENT NATIONAL;;13285;34.97;MACRON;24705
79;082;79082;Commune_79082;56035;24876;31159;927;0;30232;RASSEMBLEMENT NATIONAL;;10588;35.02;MACRON;19644
19;390;19390;Commune_19390;29397;10058;19339;337;0;19002;RASSEMBLEMENT NATIONAL;;7983;42.02;MACRON;11019
76;374;76374;Commune_76374;77682;25331;52351;2085;0;50266;RASSEMBLEMENT NATIONAL;;16929;33.68;MACRON;33337
01;055;01055;Commune_01055;70061;17632;52429;1891;0;50538;RASSEMBLEMENT NATIONAL;;19323;38.24;MACRON;31215
76;408;76408;Commune_76408;49328;20892;28436;339;0;28097;RASSEMBLEMENT NATIONAL;;10284;36.6;MACRON;17813
74;538;74538;Commune_74538;65266;14439;50827;718;0;50109;RASSEMBLEMENT NATIONAL;;17960;35.84;MACRON;32149
73;518;73518;Commune_73518;46584;13860;32724;535;0;32189;RASSEMBLEMENT NATIONAL;;9309;28.92;MACRON;22880
62;018;62018;Commune_62018;40429;15917;24512;587;0;23925;RASSEMBLEMENT NATIONAL;;9452;39.51;MACRON;14473
44;148;44148;Commune_44148;21975;6172;15803;193;0;15610;RASSEMBLEMENT NATIONAL;;5983;38.33;MACRON;9627
66;145;66145;Commune_66145;38458;12607;25851;393;0;25458;RASSEMBLEMENT NATIONAL;;10055;39.5;MACRON;15403
26;272;26272;Commune_26272;36028;15166;20862;332;0;20530;RASSEMBLEMENT NATIONAL;;6334;30.85;MACRON;14196
73;086;73086;Commune_73086;54437;13557;40880;697;0;40183;RASSEMBLEMENT NATIONAL;;14108;35.11;MACRON;26075
52;512;52512;Commune_52512;23751;9067;14684;250;0;14434;RASSEMBLEMENT NATIONAL;;5728;39.68;MACRON;8706
43;466;43466;Commune_43466;62909;23605;39304;1431;0;37873;RASSEMBLEMENT NATIONAL;;14945;39.46;MACRON;22928
48;485;48485;Commune_48485;76459;29748;46711;1219;0;45492;RASSEMBLEMENT NATIONAL;;13948;30.66;MACRON;31544
53;119;53119;Commune_53119;40815;14432;26383;889;0;25494;RASSEMBLEMENT NATIONAL;;7850;30.79;MACRON;17644
04;009;04009;Commune_04009;22861;7278;15583;367;0;15216;RASSEMBLEMENT NATIONAL;;4947;32.51;MACRON;10269
14;546;14546;Commune_14546;79378;28913;50465;1978;0;48487;RASSEMBLEMENT NATIONAL;;21726;44.81;MACRON;26761
23;174;23174;Commune_23174;24350;9874;14476;565;0;13911;RASSEMBLEMENT NATIONAL;;5011;36.02;MACRON;8900
11;394;11394;Commune_11394;46413;9737;36676;846;0;35830;RASSEMBLEMENT NATIONAL;;11723;32.72;MACRON;24107
41;545;41545;Commune_41545;73576;20594;52982;1847;0;51135;RASSEMBLEMENT NATIONAL;;20073;39.26;MACRON;31062
63;022;63022;Commune_63022;37632;12245;25387;505;0;24882;RASSEMBLEMENT NATIONAL;;7240;29.1;MACRON;17642
61;004;61004;Commune_61004;71349;26282;45067;610;0;44457;RASSEMBLEMENT NATIONAL;;17309;38.93;MACRON;27148
44;004;44004;Commune_44004;34590;8833;25757;338;0;25419;RASSEMBLEMENT NATIONAL;;8877;34.92;MACRON;16542
81;094;81094;Commune_81094;32137;7754;24383;539;0;23844;RASSEMBLEMENT NATIONAL;;9068;38.03;MACRON;14776
53;031;53031;Commune_53031;40890;15388;25502;980;0;24522;RASSEMBLEMENT NATIONAL;;7552;30.8;MACRON;16970
08;492;08492;Commune_08492;75928;17372;58556;694;0;57862;RASSEMBLEMENT NATIONAL;;20586;35.58;MACRON;37276
72;363;72363;Commune_72363;23225;8051;15174;439;0;14735;RASSEMBLEMENT NATIONAL;;6151;41.75;MACRON;8584
54;588;54588;Commune_54588;24958;7896;17062;275;0;16787;RASSEMBLEMENT NATIONAL;;6642;39.57;MACRON;10145
60;481;60481;Commune_60481;39052;12018;27034;379;0;26655;RASSEMBLEMENT NATIONAL;;9565;35.89;MACRON;17090
53;577;53577;Commune_53577;19602;5961;13641;333;0;13308;RASSEMBLEMENT NATIONAL;;4575;34.38;MACRON;8733
52;143;52143;Commune_52143;66746;29124;37622;940;0;36682;RASSEMBLEMENT NATIONAL;;13466;36.71;MACRON;23216
09;173;09173;Commune_09173;42746;16397;26349;799;0;25550;RASSEMBLEMENT NATIONAL;;10293;40.29;MACRON;15257
53;509;53509;Commune_53509;51632;22244;29388;477;0;28911;RASSEMBLEMENT NATIONAL;;12200;42.2;MACRON;16711
74;147;74147;Commune_74147;22857;9445;13412;232;0;13180;RASSEMBLEMENT NATIONAL;;4800;36.42;MACRON;8380
29;035;29035;Commune_29035;62940;18082;44858;1429;0;43429;RASSEMBLEMENT NATIONAL;;17436;40.15;MACRON;25993
57;401;57401;Commune_57401;60698;25394;35304;825;0;34479;RASSEMBLEMENT NATIONAL;;12004;34.82;MACRON;22475
03;480;03480;Commune_03480;18346;5537;12809;302;0;12507;RASSEMBLEMENT NATIONAL;;5246;41.95;MACRON;7261
33;580;33580;Commune_33580;37714;9844;27870;1072;0;26798;RASSEMBLEMENT NATIONAL;;10495;39.16;MACRON;16303
41;556;41556;Commune_41556;57059;20686;36373;541;0;35832;RASSEMBLEMENT NATIONAL;;11973;33.42;MACRON;23859
2A;042;2A042;Commune_2A042;67946;28059;39887;870;0;39017;RASSEMBLEMENT NATIONAL;;13388;34.32;MACRON;25629
20;463;20463;Commune_20463;32165;7458;24707;504;0;24203;RASSEMBLEMENT NATIONAL;;8753;36.17;MACRON;15450
26;507;26507;Commune_26507;76645;24476;52169;2074;0;50095;RASSEMBLEMENT NATIONAL;;18669;37.27;MACRON;31426
38;419;38419;Commune_38419;24673;9943;14730;491;0;14239;RASSEMBLEMENT NATIONAL;;6260;43.97;MACRON;7979
2B;287;2B287;Commune_2B287;48848;17081;31767;908;0;30859;RASSEMBLEMENT NATIONAL;;10238;33.18;MACRON;20621
81;502;81502;Commune_81502;68518;23427;45091;805;0;44286;RASSEMBLEMENT NATIONAL;;16525;37.32;MACRON;27761
04;268;04268;Commune_04268;48900;20841;28059;875;0;27184;RASSEMBLEMENT NATIONAL;;10157;37.36;MACRON;17027
22;025;22025;Commune_22025;42697;10363;32334;621;0;31713;RASSEMBLEMENT NATIONAL;;9596;30.26;MACRON;22117
78;274;78274;Commune_78274;57507;22541;34966;483;0;34483;RASSEMBLEMENT NATIONAL;;12123;35.16;MACRON;22360
06;121;06121;Commune_06121;51820;14722;37098;520;0;36578;RASSEMBLEMENT NATIONAL;;13356;36.52;MACRON;23222
81;069;81069;Commune_81069;40805;15591;25214;871;0;24343;RASSEMBLEMENT NATIONAL;;8575;35.23;MACRON;15768
27;075;27075;Commune_27075;65828;23559;42269;890;0;41379;RASSEMBLEMENT NATIONAL;;16957;40.98;MACRON;24422
87;418;87418;Commune_87418;38189;12314;25875;414;0;25461;RASSEMBLEMENT NATIONAL;;9031;35.47;MACRON;16430
28;303;28303;Commune_28303;63787;15143;48644;982;0;47662;RASSEMBLEMENT NATIONAL;;20084;42.14;MACRON;27578
41;324;41324;Commune_41324;53333;18454;34879;949;0;33930;RASSEMBLEMENT NATIONAL;;15257;44.97;MACRON;18673
62;447;62447;Commune_62447;21680;6451;15229;534;0;14695;RASSEMBLEMENT NATIONAL;;4811;32.74;MACRON;9884
12;329;12329;Commune_12329;16573;6531;10042;179;0;9863;RASSEMBLEMENT NATIONAL;;4169;42.28;MACRON;5694
52;378;52378;Commune_52378;50191;21321;28870;926;0;27944;RASSEMBLEMENT NATIONAL;;10825;38.74;MACRON;17119
47;052;47052;Commune_47052;47768;14261;33507;935;0;32572;RASSEMBLEMENT NATIONAL;;11372;34.91;MACRON;21200
73;510;73510;Commune_73510;21886;5551;16335;199;0;16136;RASSEMBLEMENT NATIONAL;;4828;29.92;MACRON;11308
2B;157;2B157;Commune_2B157;38913;8663;30250;821;0;29429;RASSEMBLEMENT NATIONAL;;11445;38.89;MACRON;17984
62;093;62093;Commune_62093;28189;9460;18729;607;0;18122;RASSEMBLEMENT NATIONAL;;6857;37.84;MACRON;11265
39;488;39488;Commune_39488;19684;7564;12120;448;0;11672;RASSEMBLEMENT NATIONAL;;5145;44.09;MACRON;6527
38;441;38441;Commune_38441;73664;31148;42516;1672;0;40844;RASSEMBLEMENT NATIONAL;;14263;34.92;MACRON;26581
39;032;39032;Commune_39032;46767;17933;28834;371;0;28463;RASSEMBLEMENT NATIONAL;;11349;39.87;MACRON;17114
77;116;77116;Commune_77116;25715;6406;19309;763;0;18546;RASSEMBLEMENT NATIONAL;;7610;41.03;MACRON;10936
30;010;30010;Commune_30010;79182;29187;49995;918;0;49077;RASSEMBLEMENT NATIONAL;;16819;34.27;MACRON;32258
16;163;16163;Commune_16163;34303;14109;20194;678;0;19516;RASSEMBLEMENT NATIONAL;;6407;32.83;MACRON;13109
32;060;32060;Commune_32060;18739;3899;14840;561;0;14279;RASSEMBLEMENT NATIONAL;;5335;37.36;MACRON;8944
03;426;03426;Commune_03426;18946;7965;10981;284;0;10697;RASSEMBLEMENT NATIONAL;;4423;41.35;MACRON;6274
10;314;10314;Commune_10314;25828;6118;19710;619;0;19091;RASSEMBLEMENT NATIONAL;;6933;36.32;MACRON;12158
09;588;09588;Commune_09588;79535;35345;44190;532;0;43658;RASSEMBLEMENT NATIONAL;;15043;34.46;MACRON;28615
72;449;72449;Commune_72449;32951;11727;21224;637;0;20587;RASSEMBLEMENT NATIONAL;;7954;38.64;MACRON;12633
68;367;68367;Commune_68367;66611;17666;48945;1109;0;47836;RASSEMBLEMENT NATIONAL;;14693;30.72;MACRON;33143
65;306;65306;Commune_65306;21699;7667;14032;506;0;13526;RASSEMBLEMENT NATIONAL;;5290;39.12;MACRON;8236
43;033;43033;Commune_43033;24319;8931;15388;182;0;15206;RASSEMBLEMENT NATIONAL;;7400;48.67;MACRON;7806
67;043;67043;Commune_67043;39360;11015;28345;743;0;27602;RASSEMBLEMENT NATIONAL;;9526;34.51;MACRON;18076
15;370;15370;Commune_15370;77343;18773;58570;1308;0;57262;RASSEMBLEMENT NATIONAL;;22452;39.21;MACRON;34810
85;003;85003;Commune_85003;18157;4278;13879;255;0;13624;RASSEMBLEMENT NATIONAL;;4534;33.28;MACRON;9090
47;026;47026;Commune_47026;79032;28234;50798;928;0;49870;RASSEMBLEMENT NATIONAL;;20854;41.82;MACRON;29016
89;132;89132;Commune_89132;76766;22275;54491;1399;0;53092;RASSEMBLEMENT NATIONAL;;18230;34.34;MACRON;34862
15;530;15530;Commune_15530;57857;12066;45791;1106;0;44685;RASSEMBLEMENT NATIONAL;;18412;41.2;MACRON;26273
47;275;47275;Commune_47275;29109;8310;20799;531;0;20268;RASSEMBLEMENT NATIONAL;;7227;35.66;MACRON;13041
65;426;65426;Commune_65426;65941;28980;36961;1098;0;35863;RASSEMBLEMENT NATIONAL;;11766;32.81;MACRON;24097
47;247;47247;Commune_47247;49888;20893;28995;982;0;28013;RASSEMBLEMENT NATIONAL;;9967;35.58;MACRON;18046
42;104;42104;Commune_42104;56768;18919;37849;746;0;37103;RASSEMBLEMENT NATIONAL;;16144;43.51;MACRON;20959
16;223;16223;Commune_16223;43643;15893;27750;795;0;26955;RASSEMBLEMENT NATIONAL;;9686;35.94;MACRON;17269
36;055;36055;Commune_36055;68557;20261;48296;559;0;47737;RASSEMBLEMENT NATIONAL;;18414;38.58;MACRON;29323
23;462;23462;Commune_23462;77877;30708;47169;754;0;46415;RASSEMBLEMENT NATIONAL;;19448;41.9;MACRON;26967
29;110;29110;Commune_29110;42484;12162;30322;313;0;30009;RASSEMBLEMENT NATIONAL;;11891;39.62;MACRON;18118
64;226;64226;Commune_64226;58703;20614;38089;722;0;37367;RASSEMBLEMENT NATIONAL;;14102;37.74;MACRON;23265
59;588;59588;Commune_59588;77990;17159;60831;1496;0;59335;RASSEMBLEMENT NATIONAL;;18976;31.98;MACRON;40359
57;355;57355;Commune_57355;30355;8380;21975;794;0;21181;RASSEMBLEMENT NATIONAL;;7725;36.47;MACRON;13456
34;275;34275;Commune_34275;54931;22938;31993;398;0;31595;RASSEMBLEMENT NATIONAL;;13754;43.53;MACRON;17841
91;326;91326;Commune_91326;41013;18365;22648;707;0;21941;RASSEMBLEMENT NATIONAL;;6703;30.55;MACRON;15238
09;470;09470;Commune_09470;79591;23658;55933;1486;0;54447;RASSEMBLEMENT NATIONAL;;22473;41.28;MACRON;31974
32;153;32153;Commune_32153;77460;15638;61822;705;0;61117;RASSEMBLEMENT NATIONAL;;25526;41.77;MACRON;35591
11;382;11382;Commune_11382;66078;19584;46494;1464;0;45030;RASSEMBLEMENT NATIONAL;;19695;43.74;MACRON;25335
32;523;32523;Commune_32523;52312;11864;40448;959;0;39489;RASSEMBLEMENT NATIONAL;;15623;39.56;MACRON;23866
91;343;91343;Commune_91343;34886;14265;20621;734;0;19887;RASSEMBLEMENT NATIONAL;;8089;40.68;MACRON;11798
35;268;35268;Commune_35268;33483;14235;19248;626;0;18622;RASSEMBLEMENT NATIONAL;;6404;34.39;MACRON;12218
86;087;86087;Commune_86087;76290;30230;46060;469;0;45591;RASSEMBLEMENT NATIONAL;;18580;40.76;MACRON;27011
47;149;47149;Commune_47149;26588;6283;20305;289;0;20016;RASSEMBLEMENT NATIONAL;;6568;32.81;MACRON;13448
66;567;66567;Commune_66567;31939;13330;18609;598;0;18011;RASSEMBLEMENT NATIONAL;;6301;34.99;MACRON;11710
43;325;43325;Commune_43325;18217;7522;10695;180;0;10515;RASSEMBLEMENT NATIONAL;;4084;38.84;MACRON;6431
25;181;25181;Commune_25181;41413;10410;31003;889;0;30114;RASSEMBLEMENT NATIONAL;;10123;33.62;MACRON;19991
72;251;72251;Commune_72251;64304;27365;36939;877;0;36062;RASSEMBLEMENT NATIONAL;;13195;36.59;MACRON;22867
95;347;95347;Commune_95347;64460;16162;48298;868;0;47430;RASSEMBLEMENT NATIONAL;;16082;33.91;MACRON;31348
25;322;25322;Commune_25322;16236;5757;10479;209;0;10270;RASSEMBLEMENT NATIONAL;;4482;43.65;MACRON;5788
73;420;73420;Commune_73420;25997;10494;15503;598;0;14905;RASSEMBLEMENT NATIONAL;;5230;35.09;MACRON;9675
25;155;25155;Commune_25155;35500;10579;24921;339;0;24582;RASSEMBLEMENT NATIONAL;;8660;35.23;MACRON;15922
67;389;67389;Commune_67389;46401;13804;32597;869;0;31728;RASSEMBLEMENT NATIONAL;;11897;37.5;MACRON;19831
74;266;74266;Commune_74266;77948;27042;50906;1703;0;49203;RASSEMBLEMENT NATIONAL;;19340;39.31;MACRON;29863
42;564;42564;Commune_42564;75575;28262;47313;1294;0;46019;RASSEMBLEMENT NATIONAL;;19663;42.73;MACRON;26356
